%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
6.0, -8925.073912748565, -3745.2806526757067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, -0.04, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718380258E9, 0.0, 2021-06-13 13:18:38.380
7.0, -8971.520837726694, -3754.109591735553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, -0.04, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718380266E9, 0.0, 2021-06-13 13:18:38.380
8.0, -8802.474594411206, -3748.9239870219217, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 176.0, 254.0, 160.0, 32.0, 32.0, 0.0, 0.0, 0.0, 1.623604718386799E9, 0.0, 2021-06-13 13:18:38.386
9.0, -8723.639991717338, -3749.6168911000364, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718386807E9, 0.0, 2021-06-13 13:18:38.386
10.0, -8865.931196919822, -3752.947301023877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718394978E9, 0.0, 2021-06-13 13:18:38.394
11.0, -8933.969907041777, -3762.2679784617403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718394986E9, 0.0, 2021-06-13 13:18:38.394
12.0, -8790.69522508326, -3751.7403068232907, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.62360471840285E9, 0.0, 2021-06-13 13:18:38.402
13.0, -8700.394177483819, -3744.0513067306647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718402857E9, 0.0, 2021-06-13 13:18:38.402
14.0, -8832.560042448049, -3761.0386325166983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718409459E9, 0.0, 2021-06-13 13:18:38.409
15.0, -8943.469398435283, -3779.2553042477734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718409466E9, 0.0, 2021-06-13 13:18:38.409
16.0, -8832.358876747952, -3766.760679097257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718416554E9, 0.0, 2021-06-13 13:18:38.416
17.0, -8693.62159891386, -3749.8627602890447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.022, -0.044, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718424575E9, 0.0, 2021-06-13 13:18:38.424
18.0, -8778.424117377295, -3756.143600480986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 128.0, 254.0, 192.0, 32.0, 64.0, 0.0, 0.0, 0.0, 1.623604718424583E9, 0.0, 2021-06-13 13:18:38.424
19.0, -8898.877668246945, -3761.887998806, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718432567E9, 0.0, 2021-06-13 13:18:38.432
20.0, -8813.091673027477, -3758.98227202681, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718432576E9, 0.0, 2021-06-13 13:18:38.432
21.0, -8667.157133478777, -3747.3817166545055, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718439155E9, 0.0, 2021-06-13 13:18:38.439
22.0, -8728.91500340879, -3752.343803923584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718439163E9, 0.0, 2021-06-13 13:18:38.439
23.0, -8877.41999356985, -3768.7946878426897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.62360471844704E9, 0.0, 2021-06-13 13:18:38.447
24.0, -8833.65527792636, -3762.044461017187, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718447047E9, 0.0, 2021-06-13 13:18:38.447
25.0, -8677.774212095048, -3759.272844704729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718455054E9, 0.0, 2021-06-13 13:18:38.455
26.0, -8700.952971095201, -3773.7120716228574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.04, 1.032, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718455061E9, 0.0, 2021-06-13 13:18:38.455
27.0, -8858.488066016205, -3779.2553042477734, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 144.0, 254.0, 192.0, 32.0, 32.0, 0.0, 0.0, 0.0, 1.623604718462167E9, 0.0, 2021-06-13 13:18:38.462
28.0, -8853.66008921386, -3768.2582459757623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718462172E9, 0.0, 2021-06-13 13:18:38.462
29.0, -8692.615770413371, -3751.717955078835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718469716E9, 0.0, 2021-06-13 13:18:38.469
30.0, -8673.840305070915, -3752.008527756754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.62360471846974E9, 0.0, 2021-06-13 13:18:38.469
31.0, -8833.118836059431, -3772.0580425331646, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718477039E9, 0.0, 2021-06-13 13:18:38.477
32.0, -8871.697946989292, -3791.168784042452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718484811E9, 0.0, 2021-06-13 13:18:38.484
33.0, -8720.130767837854, -3775.0978797790863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718484819E9, 0.0, 2021-06-13 13:18:38.484
34.0, -8659.110505474866, -3761.1280394945193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718491878E9, 0.0, 2021-06-13 13:18:38.491
35.0, -8809.31422821453, -3779.434118203416, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718491886E9, 0.0, 2021-06-13 13:18:38.491
36.0, -8894.116746677964, -3788.7324438968235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.04, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718499354E9, 0.0, 2021-06-13 13:18:38.499
37.0, -8787.677739581794, -3778.65180714748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 128.0, 254.0, 224.0, 32.0, 16.0, 0.0, 0.0, 0.0, 1.623604718499379E9, 0.0, 2021-06-13 13:18:38.499
38.0, -8736.738113968147, -3774.852010590078, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718507326E9, 0.0, 2021-06-13 13:18:38.507
39.0, -8890.875743731945, -3781.669292648947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718507332E9, 0.0, 2021-06-13 13:18:38.507
40.0, -9089.493344961804, -3793.9627520993654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718514638E9, 0.0, 2021-06-13 13:18:38.514
41.0, -9136.700229251413, -3785.1338130395193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718514645E9, 0.0, 2021-06-13 13:18:38.514
42.0, -9183.303616440728, -3771.275731477229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718521951E9, 0.0, 2021-06-13 13:18:38.521
43.0, -9527.051094418895, -3773.980292556321, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718521957E9, 0.0, 2021-06-13 13:18:38.521
44.0, -10008.440614752844, -3777.489516435804, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718529989E9, 0.0, 2021-06-13 13:18:38.529
45.0, -10155.872721180049, -3778.137717025008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718529997E9, 0.0, 2021-06-13 13:18:38.529
46.0, -10019.996466636238, -3776.3048739796727, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016, -0.036000000000000004, 1.026, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718537167E9, 0.0, 2021-06-13 13:18:38.537
47.0, -9866.439982228278, -3786.9890078293097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 144.0, 254.0, 240.0, 32.0, 32.0, 0.0, 0.0, 0.0, 1.62360471854432E9, 0.0, 2021-06-13 13:18:38.544
48.0, -9793.50624007061, -3807.7984819172007, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718544327E9, 0.0, 2021-06-13 13:18:38.544
49.0, -9413.213659908017, -3812.4029412749937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718551722E9, 0.0, 2021-06-13 13:18:38.551
50.0, -8925.632706359947, -3788.6430369190025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718551728E9, 0.0, 2021-06-13 13:18:38.551
51.0, -8816.511489929138, -3781.691644393402, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718559682E9, 0.0, 2021-06-13 13:18:38.559
52.0, -8951.873654350478, -3794.700359666391, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718559689E9, 0.0, 2021-06-13 13:18:38.559
53.0, -8995.571314760604, -3791.4817084648266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718567851E9, 0.0, 2021-06-13 13:18:38.567
54.0, -8851.715487446249, -3778.1600687694636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718567859E9, 0.0, 2021-06-13 13:18:38.567
55.0, -8827.732065645703, -3784.1279845390304, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718574367E9, 0.0, 2021-06-13 13:18:38.574
56.0, -8979.612169219514, -3808.4466825064046, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.034, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718574373E9, 0.0, 2021-06-13 13:18:38.574
57.0, -9013.385655091484, -3825.076380381153, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 144.0, 255.0, 16.0, 32.0, 48.0, 0.0, 0.0, 0.0, 1.623604718582288E9, 0.0, 2021-06-13 13:18:38.582
58.0, -8850.754362434669, -3815.107502354086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718582306E9, 0.0, 2021-06-13 13:18:38.582
59.0, -8774.669024308805, -3784.753833383779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718590294E9, 0.0, 2021-06-13 13:18:38.590
60.0, -8916.982581255745, -3794.141566055008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6236047185903E9, 0.0, 2021-06-13 13:18:38.590
61.0, -9004.422605564905, -3808.3125720396724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718597434E9, 0.0, 2021-06-13 13:18:38.597
62.0, -8875.47539180224, -3799.595391702103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718597442E9, 0.0, 2021-06-13 13:18:38.597
63.0, -8769.170495172799, -3796.1532230559856, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718604001E9, 0.0, 2021-06-13 13:18:38.604
64.0, -8891.56864781006, -3807.5973162171026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718611974E9, 0.0, 2021-06-13 13:18:38.611
65.0, -9013.698579513857, -3815.0180953762647, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718611982E9, 0.0, 2021-06-13 13:18:38.611
66.0, -8915.23914518823, -3805.5633074716698, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718619932E9, 0.0, 2021-06-13 13:18:38.619
67.0, -8782.290969168063, -3806.6361912055245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 144.0, 255.0, 48.0, 32.0, 32.0, 0.0, 0.0, 0.0, 1.62360471861994E9, 0.0, 2021-06-13 13:18:38.619
68.0, -8871.407374311373, -3820.6060314900915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718627098E9, 0.0, 2021-06-13 13:18:38.627
69.0, -9017.274858626706, -3828.8314734496444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718627105E9, 0.0, 2021-06-13 13:18:38.627
70.0, -8955.71815439679, -3812.4029412749937, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718634512E9, 0.0, 2021-06-13 13:18:38.634
71.0, -8805.112100256933, -3797.606086445581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718634519E9, 0.0, 2021-06-13 13:18:38.634
72.0, -8853.213054324753, -3812.7382174418235, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.62360471864261E9, 0.0, 2021-06-13 13:18:38.642
73.0, -9015.844346981567, -3826.462188537382, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718642617E9, 0.0, 2021-06-13 13:18:38.642
74.0, -8996.331274072085, -3815.6662959654686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718650535E9, 0.0, 2021-06-13 13:18:38.650
75.0, -8835.733990160703, -3808.3125720396724, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718650543E9, 0.0, 2021-06-13 13:18:38.650
76.0, -8838.550309962071, -3817.0521041216975, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.026000000000000002, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718657158E9, 0.0, 2021-06-13 13:18:38.657
77.0, -9007.104814899541, -3818.3261535556503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 144.0, 255.0, 16.0, 31.0, 192.0, 0.0, 0.0, 0.0, 1.623604718657166E9, 0.0, 2021-06-13 13:18:38.657
78.0, -9028.741303532279, -3805.0939208381083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718664225E9, 0.0, 2021-06-13 13:18:38.664
79.0, -8867.89815043189, -3798.209583545874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718672295E9, 0.0, 2021-06-13 13:18:38.672
80.0, -8827.396789478873, -3811.1288918410414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718672302E9, 0.0, 2021-06-13 13:18:38.672
81.0, -8987.68114896788, -3831.848958951111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718679438E9, 0.0, 2021-06-13 13:18:38.679
82.0, -9049.260204942251, -3827.915051926977, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718679447E9, 0.0, 2021-06-13 13:18:38.679
83.0, -8901.515174092672, -3823.355296058094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018000000000000002, -0.03, 1.016, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.623604718686841E9, 0.0, 2021-06-13 13:18:38.686
