ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.37,0.704,5.599,8.976,63.0,10.16,36.77
-0.361,0.373,5.588,8.966,63.0,10.16,36.75
-0.342,0.145,5.575,8.955,63.0,10.15,36.68
-0.339,0.539,5.566,8.941,63.0,10.15,36.59
-0.327,0.269,5.555,8.928,63.0,10.16,36.53
-0.314,0.435,5.542,8.913,63.0,10.16,36.46
-0.302,0.228,5.531,8.898,63.0,10.16,36.37
-0.259,0.29,5.521,8.883,63.0,10.16,36.32
-0.265,0.249,5.51,8.868,63.0,10.16,36.28
0.027,0.373,5.498,8.852,63.0,10.15,36.25
-0.164,0.456,5.488,8.838,63.0,10.15,36.21
-0.262,0.186,5.479,8.824,63.0,10.15,36.18
-0.192,0.29,5.47,8.808,63.0,10.15,36.14
-0.019,0.207,5.461,8.791,63.0,10.15,36.12
-0.143,0.373,5.451,8.776,63.0,10.15,36.14
-0.261,0.145,5.445,8.764,63.0,10.15,36.18
-0.243,0.435,5.436,8.749,63.0,10.15,36.26
-0.224,0.269,5.428,8.734,63.0,10.15,36.35
-0.217,0.186,5.418,8.72,63.0,10.15,36.48
-0.171,0.207,5.409,8.707,63.0,10.15,36.62
-0.191,0.207,5.399,8.694,63.0,10.15,36.77
0.185,0.477,5.391,8.679,63.0,10.15,36.93
-0.153,0.228,5.383,8.667,63.0,10.15,37.04
-0.118,0.166,5.377,8.653,63.0,10.15,37.14
-0.016,0.249,5.369,8.641,63.0,10.15,37.26
0.156,0.331,5.362,8.627,63.0,10.15,37.35
-0.019,0.207,5.354,8.612,63.0,10.15,37.41
-0.088,0.124,5.346,8.6,63.0,10.15,37.44
-0.058,0.207,5.338,8.586,63.0,10.15,37.47
-0.05,0.145,5.332,8.572,63.0,10.15,37.49
-0.004,0.124,5.324,8.559,63.0,10.15,37.48
-0.042,0.104,5.317,8.546,63.0,10.15,37.47
0.373,0.394,5.307,8.534,63.0,10.15,37.45
-0.025,0.104,5.3,8.521,63.0,10.15,37.42
0.029,0.145,5.292,8.51,63.0,10.15,37.39
0.14,0.145,5.284,8.499,63.0,10.13,37.34
0.295,0.104,5.275,8.486,63.0,10.13,37.31
0.088,0.104,5.266,8.474,63.0,10.13,37.28
0.055,0.104,5.257,8.462,63.0,10.15,37.25
0.086,0.104,5.251,8.451,63.0,10.13,37.2
0.098,0.124,5.244,8.438,63.0,10.15,37.11
0.112,0.145,5.237,8.426,63.0,10.13,37.03
0.173,0.186,5.231,8.414,63.0,10.13,36.97
0.15,0.145,5.228,8.403,63.0,10.13,36.9
0.602,0.414,5.226,8.392,63.0,10.15,36.85
0.247,0.207,5.234,8.38,63.0,10.15,36.78
0.283,0.124,5.241,8.37,63.0,10.13,36.69
0.378,0.124,5.243,8.359,63.0,10.13,36.58
0.536,0.104,5.239,8.346,63.0,10.15,36.46
0.343,0.124,5.24,8.335,63.0,10.13,36.35
0.304,0.145,5.259,8.314,63.0,10.13,36.16
0.322,0.104,5.261,8.312,63.0,10.15,36.15
0.319,0.124,5.269,8.303,63.0,10.15,36.02
0.309,0.083,5.274,8.292,63.0,10.15,35.95
0.31,0.124,5.279,8.28,63.0,10.15,35.89
0.314,0.186,5.275,8.27,63.0,10.15,35.86
0.315,0.104,5.275,8.26,63.0,10.15,35.84
0.316,0.145,5.279,8.25,63.0,10.15,35.84
0.314,0.083,5.289,8.24,63.0,10.15,35.83
0.357,0.166,5.295,8.232,63.0,10.15,35.83
0.321,0.104,5.3,8.223,63.0,10.15,35.82
0.748,0.497,5.299,8.213,63.0,10.15,35.82
0.332,0.145,5.294,8.203,63.0,10.15,35.82
0.356,0.104,5.286,8.193,63.0,10.15,35.82
0.446,0.145,5.28,8.183,63.0,10.15,35.82
0.599,0.145,5.274,8.173,63.0,10.15,35.82
0.411,0.145,5.271,8.162,63.0,10.15,35.82
0.35,0.145,5.268,8.151,63.0,10.15,35.82
0.357,0.104,5.266,8.141,63.0,10.15,35.81
0.347,0.124,5.265,8.132,63.0,10.15,35.82
0.332,0.145,5.265,8.124,63.0,10.15,35.79
0.323,0.124,5.261,8.114,63.0,10.15,35.78
0.319,0.124,5.256,8.105,63.0,10.15,35.77
0.322,0.104,5.253,8.096,63.0,10.15,35.76
0.351,0.124,5.261,8.086,63.0,10.15,35.76
0.366,0.124,5.271,8.078,63.0,10.15,35.76
0.339,0.124,5.276,8.069,63.0,10.15,35.76
0.539,0.331,5.278,8.059,63.0,10.13,35.75
0.504,0.352,5.273,8.051,63.0,10.15,35.75
0.321,0.104,5.27,8.035,63.0,10.15,35.75
0.381,0.124,5.27,8.035,63.0,10.13,35.75
0.533,0.145,5.27,8.028,63.0,10.13,35.75
0.439,0.124,5.268,8.021,63.0,10.13,35.75
0.273,0.104,5.265,8.013,63.0,10.13,35.75
0.254,0.166,5.257,8.007,63.0,10.15,35.73
0.222,0.145,5.249,8.001,63.0,10.13,35.75
0.184,0.145,5.244,7.993,63.0,10.13,35.72
0.159,0.145,5.236,7.988,63.0,10.15,35.69
0.149,0.166,5.235,7.982,63.0,10.13,35.7
0.131,0.145,5.234,7.976,63.0,10.13,35.77
0.142,0.145,5.226,7.971,63.0,10.13,35.88
0.15,0.166,5.221,7.963,63.0,10.13,36.0
0.183,0.29,5.214,7.958,63.0,10.13,36.11
0.424,0.373,5.214,7.951,63.0,10.15,36.27
0.126,0.124,5.221,7.944,63.0,10.13,36.42
0.179,0.104,5.22,7.937,63.0,10.13,36.56
0.342,0.166,5.208,7.929,63.0,10.13,36.68
0.309,0.124,5.2,7.921,63.0,10.13,36.8
0.129,0.145,5.19,7.914,63.0,10.13,36.91
0.126,0.166,5.184,7.906,63.0,10.13,37.01
0.127,0.124,5.181,7.9,63.0,10.13,37.08
0.114,0.124,5.173,7.891,63.0,10.13,37.12
0.136,0.145,5.16,7.884,63.0,10.13,37.13
0.13,0.166,5.152,7.876,63.0,10.13,37.14
0.24,0.311,5.149,7.87,63.0,10.13,37.15
0.371,0.29,5.146,7.863,63.0,10.13,37.14
0.139,0.124,5.142,7.854,63.0,10.13,37.11
0.205,0.145,5.139,7.845,63.0,10.13,37.07
0.385,0.145,5.136,7.838,63.0,10.13,37.04
0.305,0.145,5.132,7.828,63.0,10.13,36.99
0.165,0.104,5.127,7.82,63.0,10.13,36.94
0.182,0.145,5.122,7.81,63.0,10.13,36.85
0.204,0.124,5.116,7.8,63.0,10.13,36.73
0.205,0.145,5.108,7.793,63.0,10.13,36.6
0.224,0.145,5.102,7.783,63.0,10.13,36.48
0.278,0.145,5.097,7.776,63.0,10.13,36.37
0.232,0.207,5.092,7.768,63.0,10.13,36.3
0.663,0.559,5.087,7.76,63.0,10.13,36.21
0.247,0.186,5.082,7.751,63.0,10.13,36.12
0.28,0.124,5.077,7.742,63.0,10.13,36.05
0.386,0.124,5.072,7.735,63.0,10.13,36.02
0.508,0.104,5.067,7.726,63.0,10.13,36.0
0.291,0.145,5.061,7.718,63.0,10.13,35.98
0.253,0.124,5.057,7.71,63.0,10.13,35.96
0.257,0.166,5.052,7.702,63.0,10.13,35.93
0.247,0.124,5.047,7.696,63.0,10.13,35.88
0.232,0.083,5.041,7.69,63.0,10.13,35.83
0.226,0.104,5.035,7.683,63.0,10.13,35.82
0.23,0.104,5.03,7.676,63.0,10.13,35.81
0.225,0.124,5.025,7.67,63.0,10.13,35.8
0.24,0.104,5.02,7.663,63.0,10.13,35.8
0.251,0.124,5.015,7.655,63.0,10.13,35.8
0.291,0.311,5.01,7.649,63.0,10.13,35.79
0.566,0.394,5.008,7.643,63.0,10.13,35.78
0.223,0.083,5.0,7.638,63.0,10.13,35.78
0.276,0.145,4.995,7.63,63.0,10.13,35.78
0.426,0.124,4.99,7.624,63.0,10.13,35.78
0.403,0.104,4.984,7.618,63.0,10.13,35.78
0.224,0.124,4.978,7.613,63.0,10.12,35.78
0.221,0.145,4.973,7.605,63.0,10.12,35.77
0.219,0.124,4.968,7.6,63.0,10.12,35.79
0.199,0.083,4.961,7.594,63.0,10.12,35.79
0.192,0.124,4.954,7.577,63.0,10.12,35.78
0.188,0.104,4.948,7.547,63.0,10.12,35.77
0.184,0.104,4.943,7.531,63.0,10.12,35.76
0.184,0.104,4.938,7.523,63.0,10.12,35.76
0.183,0.166,4.931,7.521,63.0,10.12,35.76
0.223,0.124,4.924,7.514,63.0,10.12,35.76
0.181,0.124,4.918,7.507,63.0,10.12,35.76
0.592,0.497,4.913,7.501,63.0,10.12,35.76
0.164,0.145,4.907,7.496,63.0,10.12,35.76
0.18,0.145,4.901,7.489,63.0,10.12,35.76
0.247,0.166,4.896,7.484,63.0,10.12,35.76
0.4,0.124,4.891,7.476,63.0,10.12,35.75
0.153,0.104,4.886,7.47,63.0,10.12,35.75
0.1,0.104,4.881,7.464,63.0,10.12,35.75
0.1,0.124,4.878,7.459,63.0,10.12,35.75
0.084,0.124,4.872,7.452,63.0,10.12,35.76
0.062,0.145,4.862,7.446,63.0,10.12,35.79
0.059,0.166,4.851,7.435,63.0,10.12,35.96
0.101,0.166,4.85,7.435,63.0,10.11,35.98
0.042,0.166,4.846,7.429,63.0,10.12,36.08
0.43,0.456,4.841,7.424,63.0,10.11,36.18
0.051,0.166,4.836,7.417,63.0,10.12,36.29
0.091,0.166,4.833,7.41,63.0,10.12,36.38
0.203,0.124,4.83,7.404,72.0,10.12,36.48
0.323,0.166,4.826,7.397,72.0,10.12,36.56
0.094,0.124,4.821,7.39,72.0,10.11,36.62
0.054,0.145,4.816,7.384,72.0,10.12,36.66
0.065,0.166,4.814,7.377,72.0,10.12,36.7
0.06,0.104,4.809,7.372,72.0,10.12,36.74
0.064,0.124,4.804,7.364,72.0,10.12,36.74
0.104,0.145,4.8,7.358,72.0,10.12,36.71
0.048,0.145,4.794,7.352,72.0,10.12,36.69
0.478,0.539,4.791,7.344,72.0,10.12,36.65
0.097,0.166,4.786,7.339,72.0,10.12,36.6
0.146,0.124,4.783,7.333,72.0,10.12,36.51
0.275,0.145,4.779,7.327,77.0,10.13,36.4
0.378,0.104,4.774,7.32,77.0,10.13,36.29
0.163,0.104,4.769,7.315,77.0,10.13,36.2
0.137,0.124,4.767,7.308,77.0,10.13,36.12
0.147,0.145,4.762,7.302,77.0,10.13,36.02
0.132,0.186,4.758,7.296,77.0,10.12,35.9
0.119,0.124,4.754,7.29,77.0,10.13,35.83
0.109,0.124,4.751,7.285,77.0,10.13,35.8
0.104,0.124,4.747,7.28,77.0,10.13,35.78
0.104,0.145,4.742,7.275,77.0,10.13,35.78
0.1,0.124,4.737,7.27,77.0,10.13,35.77
0.117,0.124,4.734,7.262,77.0,10.13,35.76
0.131,0.104,4.727,7.257,77.0,10.12,35.77
0.091,0.186,4.719,7.252,77.0,10.12,35.77
0.504,0.518,4.714,7.247,77.0,10.12,35.76
0.084,0.124,4.709,7.24,77.0,10.12,35.76
0.125,0.124,4.704,7.235,77.0,10.12,35.77
0.266,0.145,4.699,7.228,55.0,10.13,35.77
0.293,0.145,4.697,7.223,55.0,10.13,35.78
0.087,0.124,4.694,7.216,55.0,10.15,35.77
0.075,0.083,4.689,7.21,55.0,10.13,35.76
0.071,0.145,4.685,7.205,55.0,10.13,35.77
0.044,0.124,4.681,7.198,55.0,10.13,35.73
0.02,0.124,4.68,7.193,55.0,10.13,35.7
0.002,0.207,4.676,7.19,55.0,10.13,35.69
-0.014,0.124,4.672,7.198,55.0,10.13,35.69
-0.012,0.166,4.67,7.21,55.0,10.13,35.66
-0.003,0.124,4.665,7.218,55.0,10.13,35.65
-0.069,0.166,4.662,7.219,55.0,10.12,35.65
0.345,0.414,4.66,7.218,55.0,10.12,35.7
0.124,0.145,17.997,17.997,70.0,15.81,50.0
-0.028,0.166,18.03,18.024,70.0,10.17,50.04
-0.042,0.166,17.979,17.98,70.0,10.12,49.98
-0.029,0.166,17.884,17.91,70.0,10.1,49.88
-0.033,0.145,17.912,17.968,70.0,10.13,49.91
-0.002,0.145,5.434,7.884,70.0,10.13,37.39
-0.059,0.166,4.795,7.3,70.0,10.11,36.85
0.323,0.394,4.62,7.153,70.0,10.12,36.76
-0.048,0.186,4.581,7.122,70.0,10.13,36.8
-0.003,0.124,4.615,7.146,70.0,10.12,36.86
0.111,0.124,4.607,7.141,70.0,10.12,36.88
0.228,0.145,4.598,7.136,70.0,10.12,36.89
0.006,0.124,4.593,7.131,70.0,10.12,36.88
-0.022,0.104,4.59,7.126,70.0,10.11,36.86
0.003,0.166,4.585,7.118,70.0,10.12,36.78
0.0,0.145,4.583,7.113,70.0,10.12,36.68
0.0,0.186,4.576,7.108,70.0,10.11,36.56
0.021,0.145,4.57,7.103,70.0,10.12,36.46
0.049,0.166,4.565,7.098,70.0,10.12,36.38
0.006,0.186,4.559,7.093,70.0,10.11,36.31
0.458,0.539,4.555,7.088,70.0,10.12,36.24
0.085,0.124,4.55,7.083,70.0,10.12,36.16
0.115,0.145,4.545,7.078,70.0,10.11,36.07
0.24,0.124,4.539,7.073,70.0,10.12,36.01
0.273,0.124,4.535,7.069,70.0,10.12,35.95
0.071,0.104,4.53,7.064,70.0,10.12,35.9
0.063,0.145,4.523,7.054,70.0,10.12,35.79
0.073,0.124,4.523,7.054,70.0,10.12,35.77
0.06,0.145,4.52,7.049,70.0,10.12,35.71
0.047,0.083,4.517,7.044,70.0,10.12,35.66
0.045,0.124,4.511,7.041,70.0,10.12,35.64
0.045,0.145,4.507,7.036,70.0,10.12,35.63
0.043,0.083,4.503,7.031,70.0,10.12,35.62
0.045,0.145,4.501,7.026,70.0,10.12,35.62
0.085,0.104,4.496,7.024,70.0,10.12,35.62
0.02,0.145,4.492,7.019,70.0,10.12,35.61
0.476,0.58,4.488,7.014,72.0,10.12,35.6
0.037,0.145,4.486,7.009,72.0,10.12,35.61
0.065,0.145,4.482,7.004,72.0,10.12,35.6
0.172,0.104,4.478,7.0,72.0,10.12,35.6
0.294,0.145,4.476,6.995,72.0,10.12,35.6
0.071,0.166,4.472,6.991,72.0,10.13,35.6
0.033,0.166,4.468,6.986,72.0,10.13,35.59
0.036,0.124,4.463,6.981,72.0,10.12,35.6
0.02,0.124,4.458,6.978,72.0,10.13,35.6
0.004,0.145,4.456,6.976,72.0,10.13,35.59
0.0,0.083,4.451,6.973,72.0,10.13,35.59
-0.003,0.083,4.448,6.973,72.0,10.13,35.59
-0.006,0.104,4.443,6.973,72.0,10.12,35.58
0.034,0.145,4.441,6.974,72.0,10.12,35.58
-0.013,0.145,4.438,6.977,72.0,10.12,35.58
0.405,0.539,4.435,6.98,72.0,10.13,35.58
-0.015,0.186,4.431,6.986,72.0,10.13,35.58
0.004,0.124,4.428,6.992,72.0,10.13,35.58
0.094,0.145,4.426,7.0,72.0,10.11,35.56
0.247,0.166,4.423,7.006,72.0,10.1,35.56
0.048,0.145,4.421,7.014,72.0,10.1,35.57
-0.023,0.166,4.419,7.021,72.0,10.1,35.56
-0.017,0.124,4.418,7.029,72.0,10.1,35.57
-0.029,0.145,4.415,7.035,72.0,10.1,35.59
-0.046,0.166,4.411,7.041,72.0,10.1,35.58
-0.056,0.145,4.41,7.045,72.0,10.1,35.58
-0.063,0.166,4.406,7.047,72.0,10.1,35.58
-0.075,0.145,4.405,7.054,72.0,10.1,35.55
-0.04,0.186,4.403,7.055,72.0,10.1,35.54
-0.108,0.186,4.4,7.055,72.0,10.1,35.53
0.294,0.559,4.399,7.055,72.0,10.1,35.52
-0.119,0.228,4.396,7.055,72.0,10.1,35.53
-0.095,0.166,4.394,7.054,72.0,10.1,35.56
0.096,0.166,4.393,7.053,62.0,10.1,35.62
0.114,0.186,4.39,7.049,62.0,10.1,35.71
-0.075,0.186,4.388,7.046,62.0,10.1,35.8
-0.133,0.145,4.385,7.043,62.0,10.1,35.91
-0.124,0.145,4.384,7.039,62.0,10.1,36.0
-0.129,0.145,4.379,7.031,62.0,10.1,36.16
-0.104,0.166,4.378,7.03,62.0,10.1,36.16
-0.134,0.124,4.375,7.024,62.0,10.1,36.25
0.132,0.414,4.373,7.021,62.0,10.1,36.33
-0.058,0.331,4.369,7.014,62.0,10.1,36.39
-0.122,0.124,4.366,7.009,62.0,10.1,36.43
-0.054,0.166,4.364,7.001,81.0,10.1,36.46
0.126,0.166,4.361,6.996,81.0,10.1,36.49
0.004,0.124,4.358,6.989,81.0,10.1,36.49
-0.121,0.124,4.355,6.984,81.0,10.1,36.52
-0.111,0.124,4.354,6.978,81.0,10.1,36.51
-0.104,0.124,4.35,6.969,81.0,10.1,36.46
-0.111,0.124,4.348,6.964,81.0,10.1,36.37
-0.066,0.145,4.344,6.957,81.0,10.1,36.3
-0.112,0.145,4.341,6.952,81.0,10.1,36.25
0.31,0.622,4.338,6.945,81.0,10.1,36.21
-0.099,0.249,4.334,6.939,81.0,10.08,36.15
-0.061,0.124,4.332,6.934,81.0,10.1,36.1
0.042,0.124,4.329,6.927,79.0,10.1,36.05
0.207,0.166,4.326,6.922,79.0,10.08,36.01
0.01,0.145,4.323,6.915,79.0,10.08,35.96
-0.049,0.166,4.319,6.909,79.0,10.08,35.93
-0.037,0.124,4.317,6.903,79.0,10.08,35.87
-0.044,0.124,4.313,6.897,79.0,10.08,35.78
-0.051,0.145,4.309,6.892,79.0,10.08,35.71
-0.053,0.124,4.307,6.885,79.0,10.08,35.67
-0.013,0.145,4.303,6.881,79.0,10.08,35.65
-0.067,0.166,4.301,6.875,79.0,10.08,35.64
0.368,0.414,4.298,6.87,79.0,10.08,35.64
-0.055,0.166,4.294,6.865,79.0,10.08,35.64
-0.033,0.186,4.292,6.86,79.0,10.08,35.63
0.077,0.124,4.287,6.852,72.0,10.08,35.61
0.209,0.166,4.284,6.847,72.0,10.08,35.62
-0.008,0.166,4.282,6.842,72.0,10.08,35.62
-0.052,0.104,4.279,6.837,72.0,10.08,35.61
-0.043,0.145,4.276,6.832,72.0,10.1,35.61
-0.057,0.104,4.273,6.828,72.0,10.08,35.63
-0.071,0.124,4.269,6.824,72.0,10.08,35.6
-0.074,0.124,4.267,6.82,72.0,10.08,35.59
-0.076,0.145,4.263,6.815,72.0,10.1,35.58
-0.07,0.145,4.261,6.81,72.0,10.1,35.58
-0.036,0.186,4.257,6.805,72.0,10.1,35.58
-0.105,0.166,4.254,6.801,72.0,10.1,35.58
0.363,0.456,4.251,6.797,72.0,10.1,35.58
-0.082,0.166,4.247,6.793,72.0,10.1,35.56
-0.045,0.124,4.244,6.788,72.0,10.08,35.58
0.071,0.124,4.241,6.783,62.0,10.08,35.57
0.171,0.145,4.239,6.778,62.0,10.08,35.56
-0.049,0.166,4.236,6.775,62.0,10.1,35.57
-0.079,0.145,4.232,6.77,62.0,10.1,35.57
-0.075,0.145,4.23,6.767,62.0,10.08,35.57
-0.094,0.186,4.226,6.763,62.0,10.08,35.58
-0.111,0.145,4.222,6.758,62.0,10.08,35.57
-0.118,0.124,4.219,6.755,62.0,10.08,35.56
-0.128,0.228,4.215,6.75,62.0,10.1,35.55
-0.095,0.145,4.211,6.747,62.0,10.1,35.54
-0.141,0.166,4.209,6.743,62.0,10.11,35.54
0.254,0.435,4.205,6.74,62.0,10.1,35.54
-0.154,0.269,4.202,6.735,62.0,10.1,35.57
-0.132,0.166,4.2,6.73,62.0,10.1,35.62
-0.059,0.145,4.197,6.725,64.0,10.1,35.69
0.114,0.145,4.194,6.723,64.0,10.1,35.76
-0.036,0.166,4.191,6.719,64.0,10.1,35.84
-0.149,0.166,4.187,6.716,64.0,10.1,35.93
-0.141,0.124,4.185,6.712,64.0,10.1,36.02
-0.136,0.186,4.181,6.708,64.0,10.08,36.08
-0.121,0.145,4.177,6.705,64.0,10.08,36.14
-0.123,0.145,4.175,6.701,64.0,10.08,36.22
-0.171,0.124,4.17,6.697,64.0,10.08,36.3
0.225,0.539,4.167,6.693,64.0,10.08,36.38
-0.151,0.186,4.164,6.691,64.0,10.08,36.43
-0.112,0.228,4.157,6.683,64.0,10.08,36.48
0.006,0.145,4.157,6.683,79.0,10.08,36.49
0.116,0.145,4.154,6.68,79.0,10.08,36.49
-0.106,0.166,4.152,6.677,79.0,10.08,36.52
-0.136,0.186,4.148,6.673,79.0,10.08,36.52
-0.118,0.145,4.144,6.67,79.0,10.08,36.52
-0.126,0.166,4.142,6.666,79.0,10.08,36.48
-0.125,0.145,4.142,6.661,79.0,10.08,36.45
-0.077,0.186,4.138,6.658,79.0,10.08,36.42
-0.131,0.145,4.135,6.656,79.0,10.08,36.38
0.299,0.518,4.132,6.652,79.0,10.08,36.35
-0.1,0.186,4.128,6.648,79.0,10.08,36.29
-0.058,0.145,4.125,6.645,79.0,10.1,36.23
