ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
0.096,0.256375,7.239,6.377,69.0,11.57,50.96
0.277,0.119125,7.235,6.365,69.0,11.57,50.86
0.344,0.308125,7.233,6.358,69.0,11.57,50.82
0.009,0.370375,7.23,6.355,69.0,11.56,50.75
-0.033,0.328875,7.228,6.361,66.0,11.56,50.75
-0.026,0.3885,7.225,6.365,66.0,11.56,50.7
-0.034,0.170875,7.222,6.372,66.0,11.56,50.56
-0.047,0.163125,7.218,6.377,66.0,11.56,50.52
-0.06,0.22525,7.215,6.381,66.0,11.56,50.5
0.001,0.297875,7.212,6.393,66.0,11.56,50.48
-0.05,0.347,7.208,6.401,66.0,11.55,50.47
-0.069,0.398875,7.202,6.424,66.0,11.55,50.46
0.296,0.29525,7.203,6.425,66.0,11.55,50.46
0.001,0.38325,7.2,6.436,66.0,11.55,50.45
0.176,0.041375,7.199,6.451,66.0,11.55,50.46
0.253,0.025875,7.199,6.469,66.0,11.55,50.46
0.374,0.35225,7.199,6.477,66.0,11.55,50.45
0.027,0.357375,7.2,6.479,66.0,11.55,50.45
-0.098,0.308125,7.203,6.475,65.0,11.55,50.43
-0.104,0.313375,7.214,6.477,65.0,11.55,50.5
-0.123,0.227875,7.215,6.478,65.0,11.55,50.51
-0.147,0.163125,7.22,6.499,65.0,11.55,50.63
-0.153,0.160625,7.229,6.52,65.0,11.55,50.77
-0.147,0.0285,7.239,6.545,65.0,11.55,50.88
-0.13,0.248625,7.248,6.564,65.0,11.55,51.02
-0.195,0.23825,7.258,6.569,65.0,11.55,51.15
0.214,0.204625,7.268,6.574,65.0,11.55,51.26
-0.184,0.334125,7.281,6.577,65.0,11.55,51.36
-0.067,0.025875,7.291,6.591,65.0,11.55,51.56
0.042,0.0285,7.301,6.606,64.0,11.55,51.81
0.238,0.189,7.311,6.623,64.0,11.55,51.99
0.048,0.316,7.321,6.638,64.0,11.55,52.1
-0.153,0.36775,7.327,6.649,64.0,11.55,52.18
-0.132,0.119125,7.335,6.659,64.0,11.55,52.26
-0.139,0.1165,7.342,6.672,64.0,11.55,52.25
-0.141,0.362625,7.349,6.679,64.0,11.55,52.24
-0.149,0.36,7.354,6.689,64.0,11.55,52.2
-0.073,0.313375,7.359,6.692,64.0,11.55,52.15
-0.156,0.308125,7.367,6.696,64.0,11.55,52.05
-0.137,0.300375,7.368,6.697,64.0,11.55,52.04
0.234,0.32625,7.371,6.703,64.0,11.55,51.98
-0.041,0.277125,7.373,6.708,64.0,11.55,51.96
0.047,0.204625,7.376,6.707,64.0,11.55,51.95
0.229,0.35225,7.376,6.705,64.0,11.55,51.9
0.203,0.36,7.378,6.701,64.0,11.55,51.86
-0.043,0.362625,7.378,6.697,64.0,11.55,51.83
-0.071,0.38075,7.378,6.701,69.0,11.55,51.79
-0.058,0.365125,7.378,6.706,69.0,11.55,51.68
-0.067,0.36775,7.374,6.706,69.0,11.55,51.44
-0.067,0.277125,7.372,6.705,69.0,11.55,51.43
-0.076,0.38325,7.369,6.705,69.0,11.55,51.35
-0.007,0.29,7.366,6.703,69.0,11.55,51.27
-0.08,0.32375,7.362,6.702,69.0,11.55,51.21
-0.096,0.39625,7.357,6.7,69.0,11.55,51.13
0.276,0.303,7.353,6.697,69.0,11.55,51.04
-0.005,0.372875,7.348,6.695,69.0,11.56,50.96
0.067,0.2745,7.342,6.693,69.0,11.55,50.91
0.24,0.126875,7.337,6.687,69.0,11.55,50.88
0.349,0.347,7.331,6.679,69.0,11.55,50.82
0.013,0.36,7.325,6.673,69.0,11.55,50.73
-0.065,0.391,7.318,6.671,65.0,11.57,50.7
-0.054,0.29,7.312,6.672,65.0,11.6,50.59
-0.06,0.35225,7.307,6.669,65.0,11.6,50.42
-0.086,0.2875,7.3,6.659,65.0,11.6,50.36
-0.081,0.220125,7.295,6.65,65.0,11.61,50.32
-0.081,0.202,7.291,6.633,65.0,11.61,50.29
-0.093,0.277125,7.287,6.632,65.0,11.62,50.26
-0.11,0.2745,7.286,6.647,65.0,11.62,50.21
0.08,0.25125,7.289,6.679,65.0,11.62,50.17
0.06,0.35475,7.292,6.682,65.0,11.62,50.16
-0.038,0.370375,7.3,6.683,65.0,11.62,50.16
0.053,0.25375,7.324,6.711,65.0,11.62,50.18
0.234,0.227875,7.325,6.713,65.0,11.62,50.19
0.164,0.32375,7.341,6.733,65.0,11.62,50.26
-0.143,0.313375,7.361,6.756,63.0,11.62,50.38
-0.166,0.2435,7.384,6.792,63.0,11.62,50.52
-0.17,0.2305,7.41,6.822,63.0,11.64,50.61
-0.183,0.308125,7.439,6.846,63.0,11.62,50.71
-0.19,0.1735,7.469,6.864,63.0,11.62,50.84
-0.179,0.227875,7.5,6.882,63.0,11.62,50.99
-0.159,0.328875,7.531,6.904,63.0,11.62,51.14
-0.223,0.168375,7.563,6.937,63.0,11.62,51.27
0.202,0.2305,7.598,6.985,63.0,11.64,51.4
-0.212,0.305625,7.63,7.031,63.0,11.62,51.57
-0.082,0.20975,7.663,7.069,63.0,11.62,51.76
0.02,0.256375,7.693,7.087,67.0,11.62,51.9
0.221,0.12175,7.726,7.113,67.0,11.62,52.05
0.048,0.370375,7.755,7.151,67.0,11.62,52.2
-0.148,0.303,7.78,7.173,67.0,11.64,52.28
-0.155,0.204625,7.804,7.203,67.0,11.64,52.28
-0.156,0.1165,7.828,7.234,67.0,11.64,52.19
-0.159,0.277125,7.849,7.263,67.0,11.62,52.12
-0.153,0.370375,7.869,7.291,67.0,11.62,52.08
-0.163,0.29,7.888,7.315,67.0,11.64,52.0
-0.172,0.29,7.904,7.332,67.0,11.64,51.91
-0.154,0.341875,7.917,7.342,67.0,11.64,51.81
0.218,0.33925,7.93,7.343,67.0,11.62,51.72
-0.053,0.32375,7.937,7.345,67.0,11.62,51.64
0.03,0.316,7.948,7.367,67.0,11.64,51.48
0.199,0.199375,7.948,7.369,67.0,11.64,51.46
0.273,0.284875,7.95,7.374,67.0,11.64,51.45
-0.056,0.357375,7.948,7.382,67.0,11.64,51.41
-0.078,0.3445,7.948,7.387,69.0,11.62,51.36
-0.061,0.31075,7.944,7.391,69.0,11.62,51.24
-0.083,0.25125,7.939,7.399,69.0,11.62,51.1
-0.078,0.256375,7.931,7.409,69.0,11.62,51.01
-0.079,0.204625,7.922,7.417,69.0,11.62,50.95
-0.007,0.170875,7.912,7.424,69.0,11.62,50.9
-0.079,0.248625,7.9,7.431,69.0,11.62,50.86
-0.085,0.378125,7.889,7.434,69.0,11.62,50.81
0.271,0.303,7.876,7.429,69.0,11.62,50.76
0.005,0.269375,7.861,7.425,69.0,11.62,50.72
0.083,0.349625,7.849,7.422,69.0,11.62,50.7
0.258,0.12175,7.834,7.421,69.0,11.62,50.65
0.35,0.22275,7.819,7.417,69.0,11.62,50.64
0.004,0.38075,7.804,7.409,69.0,11.62,50.61
-0.045,0.308125,7.792,7.397,65.0,11.64,50.58
-0.049,0.300375,7.777,7.382,65.0,11.64,50.5
-0.058,0.300375,7.762,7.368,65.0,11.64,50.41
-0.07,0.233125,7.75,7.354,65.0,11.64,50.38
-0.074,0.328875,7.735,7.339,65.0,11.64,50.36
-0.045,0.313375,7.721,7.325,65.0,11.64,50.36
-0.015,0.256375,7.695,7.296,65.0,11.62,50.34
-0.084,0.29525,7.693,7.295,65.0,11.62,50.34
0.149,0.269375,7.681,7.281,65.0,11.62,50.34
0.062,0.3755,7.668,7.265,65.0,11.62,50.34
0.022,0.33925,7.655,7.249,65.0,11.62,50.34
0.11,0.259,7.643,7.23,65.0,11.62,50.33
0.293,0.168375,7.631,7.212,65.0,11.62,50.34
0.201,0.33925,7.619,7.198,65.0,11.62,50.32
-0.093,0.25125,7.609,7.183,63.0,11.62,50.33
-0.112,0.2435,7.598,7.168,63.0,11.62,50.39
-0.124,0.297875,7.587,7.154,63.0,11.62,50.47
-0.132,0.2745,7.577,7.139,63.0,11.62,50.57
-0.158,0.248625,7.567,7.127,63.0,11.62,50.7
-0.157,0.199375,7.557,7.113,63.0,11.62,50.83
-0.105,0.31075,7.547,7.098,63.0,11.62,50.98
-0.184,0.199375,7.537,7.087,63.0,11.62,51.11
-0.04,0.22525,7.529,7.073,63.0,11.62,51.22
0.065,0.33925,7.519,7.062,63.0,11.62,51.35
-0.087,0.271875,7.511,7.05,63.0,11.62,51.5
-0.006,0.2305,7.502,7.036,65.0,11.62,51.67
0.186,0.031125,7.495,7.024,65.0,11.62,51.82
0.133,0.3185,7.487,7.009,65.0,11.62,51.95
-0.149,0.35225,7.479,6.997,65.0,11.62,52.06
-0.161,0.12175,7.471,6.986,65.0,11.62,52.15
-0.159,0.12175,7.464,6.975,65.0,11.62,52.16
-0.152,0.277125,7.456,6.965,65.0,11.62,52.15
-0.18,0.22525,7.447,6.953,65.0,11.62,52.15
-0.101,0.240875,7.44,6.943,65.0,11.62,52.12
-0.152,0.3445,7.427,6.922,65.0,11.62,52.08
-0.187,0.401375,7.426,6.919,65.0,11.62,52.08
-0.026,0.372875,7.422,6.906,65.0,11.62,52.03
-0.06,0.372875,7.414,6.885,65.0,11.62,51.94
0.003,0.29,7.408,6.87,65.0,11.62,51.87
0.18,0.233125,7.402,6.862,65.0,11.64,51.8
0.289,0.2435,7.395,6.85,65.0,11.65,51.75
-0.044,0.35225,7.384,6.813,65.0,11.65,51.61
-0.094,0.25125,7.383,6.811,65.0,11.65,51.6
-0.07,0.284875,7.377,6.796,53.0,11.65,51.42
-0.072,0.347,7.372,6.781,53.0,11.65,51.21
-0.097,0.39625,7.367,6.769,53.0,11.65,51.03
-0.09,0.35225,7.362,6.755,53.0,11.65,50.9
-0.053,0.321125,7.356,6.741,53.0,11.65,50.8
-0.054,0.372875,7.35,6.731,53.0,11.65,50.71
-0.108,0.25375,7.344,6.727,53.0,11.65,50.61
0.321,0.308125,7.339,6.718,53.0,11.65,50.52
-0.105,0.357375,7.334,6.707,53.0,11.65,50.46
0.03,0.31075,7.33,6.694,53.0,11.64,50.39
0.148,0.269375,7.325,6.681,53.0,11.65,50.33
0.351,0.248625,7.32,6.672,53.0,11.65,50.3
0.124,0.32625,7.315,6.663,53.0,11.64,50.21
-0.069,0.29,7.31,6.654,53.0,11.64,50.15
-0.054,0.31075,7.305,6.647,53.0,11.64,50.09
-0.063,0.297875,7.3,6.641,53.0,11.64,49.95
-0.077,0.29525,7.295,6.636,53.0,11.64,49.88
-0.083,0.370375,7.29,6.628,53.0,11.64,49.85
-0.072,0.29,7.285,6.622,53.0,11.65,49.82
-0.042,0.29525,7.28,6.615,53.0,11.65,49.82
-0.058,0.25375,7.272,6.6,53.0,11.65,49.8
0.326,0.2745,7.271,6.599,53.0,11.65,49.8
0.265,0.271875,7.267,6.591,53.0,11.65,49.79
-0.086,0.2745,7.262,6.585,53.0,11.65,49.8
0.05,0.313375,7.257,6.579,62.0,11.65,49.8
0.173,0.16575,7.255,6.572,62.0,11.65,49.79
0.369,0.1165,7.245,6.56,62.0,11.65,49.77
0.123,0.36775,7.246,6.559,62.0,11.62,49.77
-0.064,0.29,7.242,6.554,62.0,11.62,49.77
-0.098,0.227875,7.238,6.549,62.0,11.62,49.76
-0.104,0.227875,7.234,6.542,62.0,11.62,49.64
-0.122,0.264125,7.23,6.537,62.0,11.62,49.68
-0.14,0.202,7.225,6.533,62.0,11.62,49.8
-0.164,0.119125,7.22,6.536,62.0,11.62,49.91
-0.111,0.202,7.214,6.575,62.0,11.61,50.14
-0.167,0.271875,7.214,6.577,62.0,11.62,50.15
-0.198,0.271875,7.21,6.596,62.0,11.64,50.28
0.187,0.28225,7.207,6.624,62.0,11.64,50.39
-0.127,0.349625,7.203,6.641,62.0,11.64,50.55
-0.075,0.163125,7.199,6.65,62.0,11.62,50.67
0.078,0.018125,7.195,6.656,87.0,11.62,50.83
0.22,0.305625,7.192,6.667,87.0,11.62,51.04
-0.09,0.38325,7.188,6.668,87.0,11.65,51.2
-0.177,0.28225,7.183,6.668,87.0,11.64,51.39
-0.149,0.3315,7.18,6.657,87.0,11.64,51.51
-0.155,0.284875,7.178,6.657,87.0,11.65,51.52
-0.161,0.2745,7.174,6.651,87.0,11.65,51.51
-0.126,0.29525,7.17,6.622,87.0,11.64,51.44
-0.071,0.328875,7.167,6.585,87.0,11.61,51.37
-0.129,0.406625,7.163,6.566,87.0,11.61,51.33
-0.045,0.271875,7.158,6.559,87.0,11.62,51.24
0.206,0.347,7.156,6.558,87.0,11.62,51.11
-0.012,0.36,7.151,6.554,87.0,11.62,51.02
0.083,0.12175,7.148,6.554,87.0,11.62,50.93
0.28,0.202,7.145,6.555,87.0,11.62,50.83
0.294,0.357375,7.141,6.555,87.0,11.62,50.77
-0.038,0.349625,7.138,6.552,87.0,11.62,50.68
-0.03,0.347,7.135,6.546,68.0,11.61,50.6
-0.041,0.3445,7.131,6.539,68.0,11.61,50.47
-0.044,0.303,7.128,6.534,68.0,11.61,50.34
-0.066,0.38325,7.125,6.529,68.0,11.61,50.29
-0.069,0.372875,7.121,6.523,68.0,11.62,50.27
0.002,0.3445,7.113,6.516,68.0,11.62,50.26
-0.057,0.35225,7.113,6.516,68.0,11.62,50.26
-0.063,0.336625,7.111,6.514,68.0,11.62,50.26
0.266,0.271875,7.108,6.509,68.0,11.62,50.06
0.019,0.362625,7.105,6.504,68.0,11.62,49.77
0.096,0.362625,7.101,6.499,68.0,11.64,49.69
0.265,0.313375,7.098,6.494,68.0,11.64,49.81
0.34,0.349625,7.096,6.489,68.0,11.64,49.97
-0.01,0.328875,7.093,6.488,68.0,11.64,50.14
-0.062,0.38325,7.09,6.488,65.0,11.62,50.16
-0.052,0.33925,7.087,6.487,65.0,11.61,50.07
-0.069,0.35475,7.085,6.488,65.0,11.6,49.98
-0.091,0.3885,7.081,6.487,65.0,11.6,50.02
-0.097,0.28225,7.077,6.489,65.0,11.6,50.07
-0.052,0.22275,7.076,6.494,65.0,11.6,50.11
-0.071,0.328875,7.073,6.5,65.0,11.6,50.16
-0.139,0.2745,7.072,6.508,65.0,11.6,50.18
0.262,0.26675,7.073,6.517,65.0,11.6,50.2
-0.123,0.25125,7.076,6.529,65.0,11.6,50.23
-0.03,0.2305,7.082,6.541,65.0,11.6,50.25
0.072,0.15025,7.091,6.56,64.0,11.6,50.31
0.25,0.191625,7.103,6.582,64.0,11.6,50.45
-0.018,0.284875,7.117,6.607,64.0,11.6,50.61
-0.196,0.308125,7.157,6.669,64.0,11.6,50.94
-0.19,0.28225,7.158,6.675,64.0,11.6,50.96
-0.207,0.29,7.185,6.708,64.0,11.6,51.05
-0.197,0.19425,7.214,6.74,64.0,11.6,51.18
-0.19,0.191625,7.244,6.775,64.0,11.6,51.31
-0.192,0.256375,7.277,6.811,64.0,11.6,51.42
-0.264,0.207125,7.315,6.852,64.0,11.6,51.49
-0.003,0.269375,7.352,6.888,64.0,11.6,51.57
-0.094,0.35225,7.425,6.962,64.0,11.6,51.76
-0.133,0.25125,7.428,6.967,64.0,11.6,51.78
-0.04,0.158,7.465,7.001,69.0,11.6,51.93
0.156,0.059625,7.501,7.034,69.0,11.6,52.04
0.066,0.3445,7.537,7.062,69.0,11.6,52.13
-0.16,0.240875,7.573,7.089,69.0,11.6,52.19
-0.172,0.23825,7.605,7.121,69.0,11.6,52.21
-0.155,0.12425,7.64,7.158,69.0,11.6,52.09
-0.165,0.170875,7.671,7.194,69.0,11.6,51.96
-0.15,0.321125,7.7,7.234,69.0,11.59,51.89
-0.146,0.2875,7.752,7.305,69.0,11.59,51.77
-0.155,0.28225,7.756,7.308,69.0,11.59,51.77
-0.134,0.32625,7.78,7.338,69.0,11.59,51.73
0.232,0.321125,7.802,7.361,69.0,11.59,51.66
-0.028,0.362625,7.821,7.384,69.0,11.59,51.59
0.057,0.23825,7.852,7.434,69.0,11.59,51.53
0.237,0.170875,7.853,7.437,69.0,11.59,51.53
0.3,0.36775,7.865,7.458,69.0,11.59,51.49
-0.015,0.308125,7.875,7.472,69.0,11.57,51.4
-0.045,0.308125,7.885,7.479,70.0,11.57,51.28
-0.038,0.233125,7.891,7.484,70.0,11.59,51.08
-0.047,0.261625,7.896,7.489,70.0,11.57,50.87
-0.055,0.334125,7.898,7.501,70.0,11.59,50.74
-0.046,0.303,7.894,7.513,70.0,11.57,50.57
0.021,0.2745,7.894,7.515,70.0,11.57,50.56
-0.072,0.36775,7.891,7.51,70.0,11.59,50.51
0.039,0.336625,7.885,7.501,70.0,11.6,50.46
0.222,0.349625,7.877,7.5,70.0,11.6,50.42
0.033,0.29525,7.867,7.5,70.0,11.6,50.38
0.132,0.233125,7.855,7.517,70.0,11.6,50.36
0.293,0.3315,7.843,7.555,70.0,11.6,50.36
0.247,0.336625,7.829,7.565,70.0,11.6,50.36
0.003,0.35225,7.816,7.553,70.0,11.6,50.36
-0.012,0.31075,7.801,7.547,67.0,11.6,50.39
-0.003,0.32375,7.787,7.548,67.0,11.6,50.34
-0.013,0.305625,7.757,7.543,67.0,11.6,50.3
-0.032,0.35475,7.755,7.545,67.0,11.6,50.3
-0.024,0.308125,7.74,7.543,67.0,11.6,50.32
0.033,0.303,7.725,7.55,67.0,11.6,50.35
-0.054,0.297875,7.712,7.521,67.0,11.6,50.38
-0.062,0.336625,7.7,7.523,67.0,11.6,50.41
0.245,0.316,7.688,7.536,67.0,11.6,50.46
-0.016,0.32375,7.679,7.538,67.0,11.6,50.55
0.053,0.300375,7.671,7.536,67.0,11.6,50.71
0.216,0.321125,7.665,7.54,67.0,11.6,50.88
0.266,0.215,7.66,7.54,67.0,11.6,51.03
-0.083,0.334125,7.658,7.542,67.0,11.6,51.14
-0.119,0.334125,7.658,7.543,65.0,11.6,51.27
-0.105,0.300375,7.658,7.546,65.0,11.6,51.33
-0.127,0.321125,7.659,7.545,65.0,11.6,51.37
-0.138,0.259,7.66,7.545,65.0,11.6,51.5
-0.077,0.29525,7.665,7.551,65.0,11.6,51.8
-0.162,0.271875,7.665,7.551,65.0,11.6,51.82
-0.073,0.271875,7.667,7.558,65.0,11.6,51.98
0.215,0.271875,7.668,7.573,65.0,11.6,52.19
-0.065,0.261625,7.669,7.61,65.0,11.6,52.39
0.012,0.2435,7.67,7.621,65.0,11.6,52.55
0.164,0.176125,7.67,7.645,65.0,11.6,52.73
0.257,0.3755,7.67,7.647,65.0,11.6,52.73
-0.05,0.305625,7.672,7.633,65.0,11.6,52.7
-0.079,0.300375,7.672,7.614,70.0,11.6,52.67
-0.084,0.31075,7.672,7.623,70.0,11.6,52.45
-0.086,0.313375,7.67,7.634,70.0,11.6,52.28
-0.08,0.32625,7.672,7.654,70.0,11.6,52.11
-0.042,0.32625,7.676,7.745,70.0,11.6,51.89
-0.045,0.3885,7.677,7.75,70.0,11.6,51.88
-0.076,0.391,7.683,7.781,70.0,11.6,51.78
0.289,0.248625,7.688,7.803,70.0,11.6,51.65
-0.038,0.362625,7.7,7.817,70.0,11.6,51.5
0.056,0.349625,7.712,7.827,70.0,11.6,51.41
0.169,0.336625,7.744,7.843,70.0,11.6,50.87
0.365,0.391,7.743,7.844,70.0,11.6,50.85
0.215,0.38325,7.761,7.852,70.0,11.61,50.87
-0.009,0.393625,7.778,7.859,68.0,11.61,51.0
-0.005,0.385875,7.798,7.867,68.0,11.61,51.12
-0.017,0.33925,7.818,7.874,68.0,11.6,51.14
-0.035,0.341875,7.838,7.875,68.0,11.6,51.1
-0.043,0.32375,7.857,7.874,68.0,11.55,51.12
0.004,0.292625,7.893,7.882,68.0,11.57,51.15
-0.031,0.2875,7.894,7.884,68.0,11.6,51.15
0.334,0.25375,7.909,7.894,68.0,11.6,51.15
0.277,0.25125,7.922,7.904,68.0,11.6,51.17
-0.07,0.292625,7.936,7.919,68.0,11.6,51.16
0.051,0.1425,7.947,7.931,67.0,11.55,51.18
0.181,0.2305,7.957,7.942,67.0,11.57,51.23
0.37,0.347,7.971,7.953,67.0,11.61,51.25
0.108,0.336625,7.971,7.955,67.0,11.65,51.25
-0.073,0.32375,7.976,7.952,67.0,11.65,51.25
-0.079,0.277125,7.981,7.957,67.0,11.6,51.29
-0.088,0.212375,7.985,7.967,67.0,11.59,51.28
-0.133,0.32625,7.987,7.986,67.0,11.6,51.31
-0.138,0.297875,7.987,8.004,67.0,11.62,51.42
-0.127,0.235625,7.99,8.016,67.0,11.61,51.5
-0.116,0.191625,7.99,8.032,67.0,11.61,51.61
-0.194,0.27975,7.993,8.055,67.0,11.62,51.69
0.155,0.220125,7.996,8.086,67.0,11.62,51.75
-0.143,0.409125,8.003,8.116,67.0,11.62,51.8
-0.073,0.305625,8.012,8.147,67.0,11.62,51.86
0.024,0.26675,8.026,8.181,90.0,11.64,51.97
0.22,0.212375,8.043,8.21,90.0,11.65,52.13
0.093,0.277125,8.063,8.232,90.0,11.67,52.29
-0.15,0.27975,8.088,8.244,90.0,11.66,52.45
-0.138,0.336625,8.115,8.265,90.0,11.65,52.59
-0.138,0.259,8.145,8.294,90.0,11.65,52.67
-0.139,0.316,8.177,8.319,90.0,11.65,52.79
-0.136,0.29,8.212,8.345,90.0,11.65,52.96
-0.082,0.163125,8.244,8.373,90.0,11.64,53.06
-0.154,0.256375,8.279,8.395,90.0,11.62,53.07
0.106,0.292625,8.312,8.415,90.0,11.62,52.98
0.136,0.292625,8.342,8.441,90.0,11.62,52.85
-0.06,0.32375,8.375,8.477,90.0,11.62,52.68
0.017,0.308125,8.402,8.51,74.0,11.62,52.57
0.186,0.207125,8.427,8.532,74.0,11.62,52.53
0.263,0.33925,8.472,8.548,74.0,11.62,52.36
-0.075,0.35475,8.473,8.548,74.0,11.62,52.36
-0.104,0.341875,8.492,8.548,74.0,11.64,52.34
-0.084,0.35475,8.512,8.539,74.0,11.64,52.24
-0.113,0.248625,8.535,8.534,74.0,11.62,52.08
-0.111,0.202,8.554,8.523,74.0,11.62,51.99
-0.106,0.2875,8.567,8.521,74.0,11.62,51.92
-0.041,0.27975,8.578,8.508,74.0,11.62,51.89
-0.078,0.362625,8.586,8.489,74.0,11.64,51.91
-0.121,0.313375,8.591,8.473,74.0,11.65,51.99
0.316,0.297875,8.594,8.467,74.0,11.64,52.07
-0.031,0.3315,8.591,8.45,74.0,11.61,52.12
0.064,0.32625,8.587,8.442,74.0,11.61,52.15
0.174,0.207125,8.578,8.437,74.0,11.62,52.14
0.378,0.20975,8.571,8.427,74.0,11.62,52.18
0.087,0.33925,8.564,8.423,74.0,11.62,52.17
-0.056,0.28225,8.534,8.382,60.0,11.62,52.01
-0.048,0.316,8.533,8.379,60.0,11.62,52.0
-0.06,0.32625,8.512,8.35,60.0,11.62,51.87
-0.075,0.328875,8.489,8.322,60.0,11.62,51.74
-0.083,0.370375,8.464,8.293,60.0,11.64,51.66
-0.079,0.23825,8.438,8.262,60.0,11.65,51.6
-0.008,0.32625,8.413,8.228,60.0,11.64,51.58
-0.075,0.297875,8.366,8.171,60.0,11.62,51.49
-0.089,0.36,8.361,8.167,60.0,11.62,51.48
0.264,0.292625,8.338,8.14,60.0,11.62,51.4
0.006,0.3185,8.312,8.113,60.0,11.62,51.37
0.081,0.2875,8.289,8.086,60.0,11.62,51.31
0.223,0.13725,8.266,8.056,60.0,11.64,51.22
0.348,0.248625,8.242,8.029,60.0,11.64,51.15
0.018,0.32625,8.218,8.001,60.0,11.62,51.09
-0.067,0.334125,8.196,7.976,63.0,11.62,51.05
-0.05,0.284875,8.174,7.951,63.0,11.61,50.96
-0.076,0.316,8.154,7.924,63.0,11.61,50.87
-0.085,0.259,8.133,7.899,63.0,11.61,50.84
-0.086,0.303,8.112,7.876,63.0,11.6,50.84
-0.11,0.297875,8.092,7.853,63.0,11.6,50.86
-0.059,0.336625,8.07,7.831,63.0,11.59,50.83
-0.12,0.261625,8.052,7.808,63.0,11.59,50.83
-0.168,0.334125,8.033,7.788,63.0,11.61,50.85
0.201,0.207125,8.016,7.769,63.0,11.62,50.92
-0.108,0.36,7.998,7.749,63.0,11.62,51.18
-0.036,0.25125,7.981,7.729,63.0,11.62,51.47
0.089,0.2435,7.966,7.71,61.0,11.64,51.76
0.232,0.297875,7.951,7.691,61.0,11.62,52.01
-0.095,0.3315,7.934,7.674,61.0,11.61,52.24
-0.201,0.362625,7.921,7.657,61.0,11.59,52.46
-0.198,0.176125,7.906,7.64,61.0,11.57,52.62
-0.206,0.1735,7.894,7.623,61.0,11.57,52.71
-0.214,0.321125,7.879,7.608,61.0,11.59,52.9
-0.215,0.31075,7.864,7.593,61.0,11.59,53.11
-0.144,0.27975,7.852,7.583,61.0,11.6,53.29
-0.222,0.2745,7.827,7.558,61.0,11.6,53.57
-0.23,0.334125,7.827,7.557,61.0,11.6,53.59
0.176,0.3315,7.815,7.544,61.0,11.6,53.67
-0.143,0.36775,7.803,7.531,61.0,11.59,53.75
-0.057,0.212375,7.793,7.518,61.0,11.55,53.77
0.092,0.300375,7.78,7.504,67.0,11.53,53.75
