ECG,EMG,foot GSR,hand GSr,HR,marker,RESP
0.176,0.10875,9.321,5.992,89.0,10.84,43.23
-0.107,0.057,9.318,5.989,89.0,10.84,43.22
0.011,0.088,9.313,5.986,89.0,10.84,43.18
0.119,0.057,9.31,5.982,89.0,10.84,43.16
-0.057,0.06225,9.306,5.977,89.0,10.84,43.14
-0.116,0.0725,9.303,5.975,94.0,10.84,43.15
-0.089,0.0725,9.298,5.971,94.0,10.84,43.16
-0.072,0.06725,9.295,5.967,94.0,10.84,43.14
-0.064,0.07775,9.291,5.965,94.0,10.84,43.11
0.009,0.07775,9.288,5.96,94.0,10.84,43.2
-0.008,0.0725,9.283,5.957,94.0,10.84,43.36
-0.093,0.057,9.278,5.954,94.0,10.84,43.49
0.047,0.0725,9.276,5.951,96.0,10.84,43.54
0.069,0.057,9.273,5.949,96.0,10.84,43.5
-0.099,0.0415,9.269,5.946,96.0,10.84,43.43
-0.1,0.06725,9.266,5.942,96.0,10.84,43.35
-0.095,0.05175,9.263,5.94,96.0,10.84,43.26
-0.028,0.0725,9.259,5.937,96.0,10.84,43.01
-0.114,0.057,9.256,5.934,96.0,10.84,42.83
0.229,0.088,9.253,5.93,96.0,10.84,42.77
-0.169,0.06725,9.249,5.927,96.0,10.84,42.78
-0.017,0.06725,9.244,5.925,96.0,10.84,42.75
0.127,0.06725,9.241,5.921,96.0,10.84,42.7
0.046,0.06725,9.236,5.918,96.0,10.84,42.54
-0.066,0.057,9.234,5.915,96.0,10.84,42.3
-0.049,0.06725,9.231,5.913,96.0,10.84,41.98
-0.06,0.06225,9.228,5.91,96.0,10.84,41.61
0.031,0.0465,9.224,5.908,96.0,10.84,41.2
-0.106,0.057,9.22,5.904,96.0,10.84,40.91
0.209,0.06225,9.216,5.9,96.0,10.84,40.71
-0.044,0.05175,9.211,5.898,96.0,10.84,40.58
0.055,0.0415,9.209,5.895,96.0,10.84,40.46
0.154,0.06725,9.205,5.892,96.0,10.84,40.27
0.028,0.05175,9.203,5.889,96.0,10.84,40.14
-0.023,0.10875,9.199,5.885,95.0,10.84,39.98
-0.025,0.0465,9.196,5.883,95.0,10.84,39.6
-0.053,0.057,9.193,5.88,95.0,10.84,39.25
0.047,0.05175,9.189,5.878,95.0,10.84,39.2
-0.077,0.057,9.186,5.874,95.0,10.84,39.54
0.219,0.06725,9.183,5.872,95.0,10.84,39.89
-0.035,0.05175,9.179,5.868,95.0,10.84,40.71
0.061,0.06225,9.177,5.865,95.0,10.84,41.7
0.151,0.0465,9.174,5.863,95.0,10.84,42.04
0.059,0.0465,9.171,5.86,95.0,10.84,41.9
-0.001,0.05175,9.167,5.858,95.0,10.84,41.76
-0.001,0.0415,9.166,5.855,95.0,10.84,41.61
-0.027,0.057,9.162,5.853,95.0,10.84,41.32
0.04,0.0415,9.159,5.849,91.0,10.84,40.81
-0.021,0.0465,9.157,5.847,91.0,10.84,40.7
0.273,0.06725,9.154,5.845,91.0,10.84,40.91
-0.041,0.057,9.152,5.842,91.0,10.84,41.12
0.057,0.057,9.148,5.84,91.0,10.84,41.11
0.129,0.057,9.146,5.837,91.0,10.84,41.03
0.081,0.05175,9.144,5.833,91.0,10.84,40.97
-0.003,0.0415,9.142,5.832,91.0,10.84,40.93
0.0,0.06225,9.137,5.827,91.0,10.84,40.89
-0.025,0.06725,9.137,5.827,91.0,10.84,40.89
-0.02,0.0465,9.133,5.825,90.0,10.84,40.71
0.046,0.057,9.132,5.822,90.0,10.83,40.62
0.016,0.0725,9.129,5.82,90.0,10.83,40.65
0.131,0.0985,9.126,5.818,90.0,10.84,40.71
-0.003,0.0415,9.123,5.815,90.0,10.83,40.65
0.101,0.06725,9.119,5.812,90.0,10.84,40.55
0.12,0.03625,9.117,5.808,90.0,10.84,40.46
0.012,0.057,9.114,5.807,90.0,10.83,40.38
0.002,0.0465,9.111,5.806,89.0,10.83,40.33
-0.014,0.03625,9.108,5.802,89.0,10.84,40.27
-0.038,0.0465,9.104,5.802,89.0,10.83,40.08
0.058,0.05175,9.102,5.802,89.0,10.83,39.96
-0.061,0.05175,9.099,5.8,89.0,10.83,39.98
0.213,0.05175,9.097,5.8,89.0,10.84,40.03
-0.039,0.05175,9.094,5.797,89.0,10.83,40.04
0.054,0.03625,9.09,5.797,89.0,10.83,40.01
0.13,0.0415,9.087,5.797,89.0,10.83,39.99
0.042,0.0465,9.084,5.8,89.0,10.83,39.97
-0.016,0.0465,9.081,5.8,89.0,10.83,39.98
-0.02,0.0415,9.077,5.8,89.0,10.83,39.97
-0.05,0.057,9.075,5.8,89.0,10.83,39.92
0.02,0.05175,9.072,5.8,89.0,10.83,39.8
0.021,0.05175,9.07,5.798,89.0,10.83,39.79
-0.09,0.0415,9.067,5.797,89.0,10.83,39.87
0.196,0.09325,9.065,5.795,89.0,10.83,39.91
-0.044,0.03625,9.061,5.795,89.0,10.83,39.92
0.049,0.05175,9.056,5.791,89.0,10.84,39.92
0.116,0.05175,9.056,5.791,89.0,10.83,39.92
0.018,0.0415,9.055,5.788,89.0,10.83,39.92
-0.028,0.06225,9.052,5.786,85.0,10.83,39.94
-0.026,0.05175,9.05,5.783,85.0,10.83,39.94
-0.057,0.05175,9.046,5.781,85.0,10.83,39.88
-0.058,0.0465,9.044,5.778,85.0,10.83,39.77
0.019,0.0725,9.041,5.775,85.0,10.83,39.79
-0.059,0.0415,9.039,5.773,85.0,10.83,39.95
0.145,0.088,9.035,5.77,85.0,10.83,40.13
-0.04,0.057,9.032,5.77,85.0,10.83,40.14
0.067,0.057,9.03,5.766,85.0,10.83,40.07
0.108,0.0415,9.026,5.763,85.0,10.83,39.96
-0.004,0.0465,9.024,5.76,85.0,10.83,39.84
-0.024,0.03625,9.02,5.757,86.0,10.83,39.77
-0.035,0.06725,9.017,5.756,86.0,10.83,39.58
-0.062,0.0465,9.014,5.753,86.0,10.83,39.26
0.008,0.057,9.011,5.742,86.0,10.83,39.03
0.007,0.06725,9.008,5.732,86.0,10.83,39.04
-0.081,0.05175,9.005,5.724,86.0,10.83,39.09
0.193,0.11925,9.0,5.703,86.0,10.83,39.1
-0.04,0.06725,8.998,5.691,86.0,10.83,39.09
0.06,0.0415,8.993,5.689,86.0,10.83,39.15
0.119,0.03625,8.992,5.689,86.0,10.83,39.16
0.007,0.0415,8.989,5.685,86.0,10.82,39.23
-0.031,0.0415,8.987,5.687,83.0,10.82,39.33
-0.051,0.057,8.984,5.705,83.0,10.82,39.42
-0.063,0.05175,8.98,5.719,83.0,10.82,39.38
-0.059,0.0415,8.978,5.72,83.0,10.82,39.3
0.02,0.0465,8.975,5.715,83.0,10.82,39.37
-0.059,0.05175,8.973,5.7,83.0,10.82,39.47
0.161,0.0725,8.965,5.674,83.0,10.82,39.55
-0.038,0.06225,8.967,5.673,83.0,10.82,39.56
0.071,0.05175,8.964,5.681,83.0,10.83,39.57
0.112,0.0465,8.96,5.691,83.0,10.82,39.57
-0.011,0.0415,8.958,5.696,83.0,10.82,39.59
-0.035,0.057,8.954,5.698,85.0,10.82,39.63
-0.037,0.06225,8.952,5.698,85.0,10.82,39.65
-0.054,0.057,8.949,5.698,85.0,10.82,39.57
-0.088,0.057,8.945,5.698,85.0,10.82,39.44
-0.008,0.06225,8.943,5.695,85.0,10.82,39.48
-0.117,0.057,8.94,5.695,85.0,10.82,39.55
0.178,0.088,8.938,5.693,85.0,10.82,39.54
-0.058,0.171,8.934,5.693,85.0,10.82,39.45
0.049,0.1555,8.93,5.693,85.0,10.82,39.66
0.119,0.08275,8.928,5.695,83.0,10.82,39.9
0.001,0.0415,8.925,5.694,83.0,10.82,40.04
-0.042,0.05175,8.923,5.689,83.0,10.82,40.17
-0.037,0.0465,8.921,5.685,83.0,10.82,40.18
-0.068,0.05175,8.918,5.681,83.0,10.82,40.08
-0.042,0.05175,8.916,5.676,83.0,10.82,39.96
-0.022,0.05175,8.913,5.671,83.0,10.82,40.06
0.168,0.11925,8.91,5.669,83.0,10.82,40.24
-0.066,0.0465,8.907,5.664,83.0,10.82,40.44
-0.022,0.08275,8.905,5.66,83.0,10.82,40.69
0.104,0.0725,8.902,5.663,83.0,10.82,40.9
0.091,0.0465,8.898,5.66,83.0,10.82,41.03
-0.047,0.06225,8.896,5.658,86.0,10.82,41.2
-0.054,0.0725,8.893,5.656,86.0,10.82,41.32
-0.069,0.0465,8.891,5.656,86.0,10.82,41.36
-0.093,0.06225,8.887,5.652,86.0,10.82,41.26
-0.016,0.05175,8.883,5.648,86.0,10.82,41.19
-0.102,0.0465,8.882,5.642,86.0,10.82,41.18
0.216,0.0725,8.878,5.627,86.0,10.82,41.18
-0.119,0.03625,8.876,5.617,86.0,10.82,41.21
-0.001,0.05175,8.873,5.616,86.0,10.82,41.23
0.107,0.07775,8.87,5.617,87.0,10.82,41.41
0.021,0.06225,8.867,5.621,87.0,10.82,41.65
-0.071,0.06225,8.865,5.623,87.0,10.82,41.8
-0.058,0.0465,8.862,5.626,87.0,10.82,41.84
-0.078,0.0415,8.86,5.626,87.0,10.82,41.84
-0.079,0.06725,8.857,5.623,87.0,10.82,41.69
-0.014,0.08275,8.853,5.622,87.0,10.82,41.63
-0.047,0.0725,8.851,5.619,87.0,10.82,41.68
0.131,0.114,8.847,5.616,87.0,10.82,41.74
-0.054,0.0725,8.843,5.613,87.0,10.82,41.73
0.067,0.0725,8.841,5.609,87.0,10.82,41.7
0.109,0.0465,8.836,5.607,88.0,10.82,41.72
-0.04,0.08275,8.831,5.606,88.0,10.82,41.7
-0.055,0.0985,8.826,5.602,88.0,10.82,41.71
-0.052,0.1035,8.823,5.599,88.0,10.82,41.76
-0.076,0.08275,8.819,5.596,88.0,10.82,41.75
-0.026,0.1035,8.818,5.592,88.0,10.82,41.69
-0.054,0.06225,8.815,5.589,88.0,10.82,41.79
0.281,0.19175,8.814,5.584,88.0,10.82,42.0
-0.152,0.20725,8.811,5.582,88.0,10.82,42.2
-0.012,0.05175,8.809,5.578,88.0,10.82,42.26
0.118,0.13475,8.805,5.576,88.0,10.82,42.21
0.079,0.12425,8.801,5.574,88.0,10.82,42.16
-0.048,0.10875,8.8,5.573,86.0,10.82,42.17
-0.042,0.1555,8.798,5.572,86.0,10.82,42.26
-0.049,0.057,8.795,5.569,86.0,10.82,42.37
-0.073,0.10875,8.795,5.568,86.0,10.82,42.33
-0.001,0.0985,8.793,5.567,86.0,10.82,42.39
-0.075,0.13975,8.791,5.565,86.0,10.82,42.43
0.272,0.2485,8.789,5.564,86.0,10.82,42.48
-0.121,0.088,8.784,5.564,86.0,10.82,42.47
0.009,0.1035,8.781,5.561,86.0,10.82,42.46
0.13,0.057,8.78,5.56,86.0,10.82,42.46
0.049,0.0465,8.776,5.557,86.0,10.82,42.46
-0.056,0.0465,8.774,5.556,86.0,10.82,42.44
-0.039,0.06725,8.771,5.554,86.0,10.82,42.41
-0.055,0.03625,8.769,5.552,86.0,10.82,42.41
-0.078,0.031,8.766,5.549,86.0,10.82,42.29
-0.056,0.06225,8.765,5.546,86.0,10.82,42.2
-0.013,0.05175,8.761,5.544,86.0,10.82,42.13
0.05,0.06725,8.759,5.541,86.0,10.82,42.13
0.085,0.08275,8.756,5.539,86.0,10.82,42.06
-0.034,0.03625,8.753,5.541,86.0,10.82,42.0
0.092,0.0415,8.755,5.541,86.0,10.82,41.95
0.122,0.057,8.754,5.541,86.0,10.82,41.91
-0.032,0.05175,8.751,5.539,86.0,10.82,41.88
-0.043,0.05175,8.749,5.54,81.0,10.82,41.83
-0.04,0.0415,8.744,5.541,81.0,10.82,41.8
-0.066,0.031,8.742,5.541,81.0,10.82,41.72
-0.08,0.05175,8.738,5.54,81.0,10.82,41.62
0.003,0.05175,8.734,5.537,81.0,10.82,41.58
-0.079,0.03625,8.732,5.535,81.0,10.82,41.58
0.267,0.08275,8.728,5.534,81.0,10.82,41.58
-0.095,0.0465,8.726,5.534,81.0,10.82,41.56
0.023,0.06225,8.726,5.531,81.0,10.82,41.52
0.149,0.0415,8.723,5.53,81.0,10.82,41.51
0.054,0.0415,8.721,5.529,81.0,10.82,41.49
-0.052,0.057,8.718,5.527,80.0,10.82,41.51
-0.034,0.057,8.716,5.525,80.0,10.82,41.51
-0.05,0.057,8.718,5.521,80.0,10.82,41.52
-0.071,0.057,8.717,5.517,80.0,10.82,41.38
-0.08,0.0465,8.714,5.512,80.0,10.82,41.33
0.011,0.05175,8.711,5.507,80.0,10.82,41.34
-0.085,0.0415,8.708,5.501,80.0,10.82,41.37
0.244,0.08275,8.706,5.497,80.0,10.82,41.39
-0.08,0.06725,8.704,5.494,80.0,10.82,41.4
0.026,0.0465,8.702,5.49,80.0,10.82,41.39
0.15,0.03625,8.699,5.486,80.0,10.82,41.38
0.04,0.05175,8.698,5.486,80.0,10.82,41.38
-0.057,0.0415,8.698,5.484,78.0,10.82,41.4
-0.04,0.06725,8.698,5.484,78.0,10.82,41.39
-0.058,0.0465,8.696,5.484,78.0,10.82,41.38
-0.081,0.0465,8.693,5.481,78.0,10.82,41.26
-0.08,0.057,8.689,5.48,78.0,10.82,41.23
0.006,0.06225,8.688,5.482,78.0,10.82,41.24
-0.1,0.057,8.687,5.484,78.0,10.82,41.28
0.223,0.0985,8.684,5.484,78.0,10.82,41.29
-0.056,0.0465,8.681,5.481,78.0,10.82,41.28
0.051,0.026,8.677,5.48,78.0,10.82,41.27
0.154,0.0465,8.673,5.475,78.0,10.82,41.24
0.009,0.03625,8.671,5.473,78.0,10.82,41.23
-0.057,0.0415,8.673,5.47,78.0,10.82,41.24
-0.043,0.06225,8.673,5.469,78.0,10.82,41.23
-0.066,0.05175,8.671,5.469,78.0,10.82,41.2
-0.085,0.0465,8.667,5.469,78.0,10.82,41.1
-0.091,0.031,8.664,5.468,78.0,10.82,41.08
-0.004,0.057,8.662,5.467,78.0,10.82,41.1
-0.086,0.0465,8.659,5.467,78.0,10.82,41.13
0.244,0.10875,8.657,5.467,78.0,10.82,41.13
-0.105,0.05175,8.656,5.467,78.0,10.82,41.13
0.009,0.0415,8.654,5.467,78.0,10.82,41.11
0.142,0.0465,8.651,5.467,78.0,10.82,41.1
0.046,0.0465,8.647,5.467,78.0,10.82,41.09
-0.065,0.0465,8.642,5.465,75.0,10.82,41.1
-0.049,0.05175,8.639,5.464,75.0,10.82,41.11
-0.065,0.06225,8.64,5.462,75.0,10.82,41.1
-0.089,0.0465,8.641,5.459,75.0,10.82,40.98
-0.096,0.0465,8.639,5.458,75.0,10.82,40.95
-0.059,0.0465,8.637,5.457,75.0,10.82,40.97
-0.04,0.057,8.632,5.454,75.0,10.82,41.01
0.159,0.0725,8.63,5.454,75.0,10.82,41.02
-0.063,0.06725,8.629,5.452,75.0,10.82,41.02
-0.043,0.0415,8.627,5.449,75.0,10.82,41.02
0.089,0.0465,8.626,5.447,75.0,10.82,41.01
0.099,0.0415,8.625,5.444,75.0,10.82,41.0
-0.062,0.0465,8.622,5.444,75.0,10.82,41.01
-0.073,0.0465,8.619,5.444,75.0,10.82,41.02
-0.072,0.0415,8.616,5.44,75.0,10.82,41.04
-0.098,0.03625,8.612,5.437,75.0,10.82,40.95
-0.11,0.03625,8.609,5.435,75.0,10.82,40.9
-0.096,0.0465,8.606,5.432,75.0,10.82,40.9
-0.029,0.05175,8.605,5.429,75.0,10.82,40.94
-0.073,0.05175,8.604,5.429,75.0,10.82,40.96
0.137,0.08275,8.604,5.432,75.0,10.82,40.96
-0.072,0.0465,8.6,5.432,75.0,10.82,40.96
0.048,0.0415,8.596,5.432,75.0,10.82,40.94
0.115,0.0415,8.592,5.429,76.0,10.82,40.94
-0.046,0.0415,8.587,5.429,76.0,10.82,40.94
-0.084,0.0465,8.586,5.429,76.0,10.82,40.97
-0.073,0.05175,8.589,5.428,76.0,10.82,40.96
-0.096,0.05175,8.587,5.425,76.0,10.82,40.92
-0.11,0.03625,8.584,5.423,76.0,10.82,40.83
-0.075,0.031,8.58,5.42,76.0,10.82,40.84
-0.05,0.05175,8.577,5.417,76.0,10.82,40.85
0.111,0.057,8.572,5.417,76.0,10.82,40.89
-0.034,0.0725,8.569,5.414,76.0,10.82,40.9
-0.054,0.05175,8.565,5.412,76.0,10.82,40.9
0.077,0.057,8.563,5.41,76.0,10.82,40.9
0.092,0.03625,8.562,5.408,76.0,10.82,40.9
-0.068,0.05175,8.559,5.405,76.0,10.82,40.91
-0.075,0.03625,8.555,5.404,78.0,10.82,40.93
-0.073,0.03625,8.553,5.403,78.0,10.82,40.93
-0.095,0.05175,8.55,5.402,78.0,10.82,40.86
-0.103,0.05175,8.548,5.399,78.0,10.82,40.77
-0.09,0.031,8.545,5.397,78.0,10.82,40.77
-0.009,0.0465,8.54,5.394,78.0,10.82,40.81
-0.084,0.0465,8.538,5.393,78.0,10.82,40.85
0.194,0.08275,8.534,5.392,78.0,10.82,40.85
-0.049,0.06225,8.533,5.391,78.0,10.82,40.85
0.067,0.0465,8.53,5.388,78.0,10.82,40.84
0.154,0.0415,8.527,5.387,78.0,10.82,40.84
-0.001,0.057,8.523,5.385,78.0,10.82,40.84
-0.048,0.05175,8.52,5.385,75.0,10.82,40.87
-0.033,0.03625,8.518,5.381,75.0,10.82,40.9
-0.055,0.057,8.517,5.38,75.0,10.82,40.87
-0.071,0.06225,8.514,5.377,75.0,10.82,40.77
-0.061,0.0465,8.513,5.376,75.0,10.82,40.77
0.006,0.0725,8.508,5.372,75.0,10.82,40.79
-0.061,0.0465,8.504,5.37,75.0,10.82,40.84
0.193,0.08275,8.504,5.367,75.0,10.83,40.85
-0.045,0.05175,8.504,5.365,75.0,10.82,40.86
0.066,0.0465,8.502,5.362,75.0,10.82,40.86
0.143,0.0415,8.499,5.358,75.0,10.83,40.85
-0.015,0.031,8.495,5.355,75.0,10.83,40.85
-0.059,0.0465,8.493,5.352,77.0,10.82,40.88
-0.046,0.0415,8.492,5.35,77.0,10.82,40.88
-0.07,0.05175,8.488,5.348,77.0,10.82,40.84
-0.083,0.0465,8.489,5.345,77.0,10.82,40.75
-0.054,0.057,8.489,5.343,77.0,10.82,40.74
-0.018,0.05175,8.485,5.342,77.0,10.82,40.77
0.085,0.06225,8.481,5.345,77.0,10.82,40.8
0.046,0.05175,8.478,5.345,77.0,10.82,40.81
-0.034,0.0415,8.477,5.343,77.0,10.82,40.81
0.1,0.0415,8.473,5.341,77.0,10.82,40.8
0.133,0.0465,8.472,5.338,77.0,10.82,40.79
-0.026,0.06225,8.468,5.337,77.0,10.82,40.78
-0.044,0.06225,8.463,5.335,79.0,10.82,40.8
-0.039,0.0415,8.463,5.332,79.0,10.82,40.8
-0.063,0.03625,8.463,5.331,79.0,10.82,40.75
-0.074,0.0415,8.462,5.326,79.0,10.82,40.66
-0.014,0.0465,8.46,5.322,79.0,10.82,40.66
-0.042,0.0465,8.456,5.327,79.0,10.82,40.69
0.302,0.088,8.452,5.333,79.0,10.82,40.73
-0.136,0.06725,8.448,5.336,79.0,10.82,40.74
-0.001,0.06725,8.447,5.335,79.0,10.82,40.74
0.138,0.0415,8.445,5.332,79.0,10.83,40.72
0.114,0.0465,8.441,5.33,79.0,10.83,40.7
-0.033,0.03625,8.438,5.33,79.0,10.82,40.72
-0.029,0.057,8.435,5.328,78.0,10.82,40.74
-0.035,0.05175,8.432,5.326,78.0,10.82,40.74
-0.058,0.0465,8.43,5.323,78.0,10.82,40.65
-0.066,0.06225,8.427,5.322,78.0,10.82,40.59
0.028,0.057,8.426,5.32,78.0,10.83,40.61
-0.076,0.0415,8.425,5.32,78.0,10.83,40.62
0.26,0.06725,8.422,5.317,78.0,10.82,40.65
-0.058,0.0415,8.42,5.313,78.0,10.83,40.66
0.043,0.0465,8.416,5.312,78.0,10.82,40.65
0.168,0.05175,8.413,5.308,78.0,10.82,40.63
0.052,0.05175,8.411,5.306,78.0,10.82,40.63
-0.042,0.05175,8.41,5.304,80.0,10.82,40.64
-0.028,0.0415,8.408,5.301,80.0,10.82,40.65
-0.048,0.03625,8.406,5.298,80.0,10.82,40.64
-0.07,0.0465,8.403,5.296,80.0,10.82,40.55
-0.068,0.0415,8.401,5.298,80.0,10.82,40.52
0.013,0.03625,8.398,5.298,80.0,10.82,40.53
-0.087,0.03625,8.395,5.294,80.0,10.82,40.57
0.231,0.0725,8.391,5.29,80.0,10.82,40.59
-0.051,0.0415,8.39,5.288,80.0,10.82,40.61
0.054,0.06225,8.386,5.285,80.0,10.82,40.59
0.153,0.05175,8.385,5.285,80.0,10.82,40.58
0.006,0.05175,8.383,5.285,80.0,10.83,40.57
-0.054,0.05175,8.381,5.281,78.0,10.82,40.6
-0.04,0.057,8.38,5.279,78.0,10.82,40.6
-0.065,0.057,8.378,5.279,78.0,10.83,40.57
-0.084,0.05175,8.376,5.276,78.0,10.82,40.48
-0.056,0.057,8.374,5.271,78.0,10.82,40.47
-0.024,0.0465,8.37,5.27,78.0,10.82,40.48
0.081,0.06225,8.368,5.27,78.0,10.83,40.51
0.045,0.07775,8.364,5.27,78.0,10.82,40.52
-0.041,0.0415,8.363,5.269,78.0,10.82,40.53
0.089,0.03625,8.363,5.269,78.0,10.82,40.51
0.124,0.057,8.361,5.268,78.0,10.82,40.51
-0.038,0.03625,8.359,5.265,78.0,10.82,40.5
-0.054,0.05175,8.356,5.266,80.0,10.83,40.52
-0.048,0.06225,8.354,5.257,80.0,10.83,40.54
-0.074,0.057,8.351,5.255,80.0,10.82,40.48
-0.086,0.05175,8.348,5.256,80.0,10.83,40.4
-0.001,0.0415,8.346,5.258,80.0,10.83,40.4
-0.085,0.0415,8.344,5.258,80.0,10.82,40.43
0.268,0.088,8.34,5.258,80.0,10.82,40.47
-0.112,0.057,8.338,5.258,80.0,10.83,40.5
0.006,0.05175,8.335,5.258,80.0,10.82,40.5
