ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.071,0.145,1.337,4.726,80.0,11.1,38.49
-0.047,0.207,1.337,4.724,80.0,11.1,38.48
-0.063,0.166,1.336,4.723,80.0,11.1,38.48
-0.087,0.269,1.335,4.722,80.0,11.1,38.48
0.273,0.352,1.335,4.721,80.0,11.1,38.51
-0.08,0.207,1.335,4.719,80.0,11.1,38.53
-0.033,0.207,1.335,4.718,80.0,11.1,38.53
0.097,0.228,1.335,4.716,84.0,11.1,38.51
0.092,0.166,1.335,4.714,84.0,11.1,38.51
-0.093,0.207,1.335,4.713,84.0,11.1,38.51
-0.094,0.186,1.335,4.712,84.0,11.1,38.5
-0.088,0.166,1.335,4.711,84.0,11.1,38.42
-0.055,0.207,1.333,4.709,84.0,11.1,38.33
-0.095,0.269,1.335,4.708,84.0,11.1,38.28
-0.012,0.352,1.335,4.706,84.0,11.1,38.24
0.179,0.352,1.332,4.704,84.0,11.1,38.22
-0.094,0.145,1.332,4.703,84.0,11.1,38.19
-0.041,0.249,1.332,4.702,84.0,11.1,38.15
0.107,0.207,1.332,4.701,85.0,11.1,38.13
0.048,0.186,1.332,4.699,85.0,11.1,38.13
-0.095,0.124,1.332,4.698,85.0,11.1,38.12
-0.094,0.124,1.332,4.696,85.0,11.1,38.11
-0.093,0.145,1.332,4.696,85.0,11.1,38.04
-0.062,0.186,1.332,4.693,85.0,11.1,37.98
-0.084,0.145,1.332,4.692,85.0,11.1,37.95
-0.08,0.207,1.33,4.689,85.0,11.1,37.92
0.269,0.58,1.33,4.689,85.0,11.11,37.92
-0.084,0.186,1.33,4.688,85.0,11.1,37.89
-0.032,0.228,1.33,4.688,85.0,11.1,37.86
0.103,0.269,1.33,4.686,84.0,11.1,37.82
0.083,0.166,1.33,4.685,84.0,11.1,37.77
-0.094,0.145,1.33,4.684,84.0,11.1,37.69
-0.089,0.207,1.33,4.682,84.0,11.1,37.61
-0.084,0.145,1.33,4.681,84.0,11.1,37.46
-0.095,0.228,1.33,4.68,84.0,11.1,37.28
-0.098,0.124,1.33,4.679,84.0,11.11,37.16
-0.095,0.145,1.33,4.676,84.0,11.11,37.05
-0.048,0.186,1.33,4.676,84.0,11.11,36.97
-0.077,0.186,1.33,4.675,84.0,11.11,36.9
0.018,0.373,1.33,4.674,84.0,11.11,36.86
0.239,0.352,1.33,4.671,84.0,11.11,36.81
-0.074,0.207,1.329,4.671,84.0,11.11,36.76
-0.022,0.207,1.328,4.669,84.0,11.11,36.73
0.117,0.186,1.328,4.669,66.0,11.11,36.71
0.093,0.186,1.328,4.666,66.0,11.11,36.69
-0.086,0.145,1.328,4.666,66.0,11.11,36.67
-0.079,0.166,1.328,4.664,66.0,11.11,36.64
-0.077,0.166,1.328,4.664,66.0,11.11,36.57
-0.088,0.207,1.328,4.661,66.0,11.11,36.5
-0.09,0.186,1.328,4.66,66.0,11.11,36.47
-0.087,0.186,1.328,4.659,66.0,11.11,36.46
-0.03,0.186,1.325,4.657,66.0,11.11,36.46
-0.09,0.186,1.325,4.656,66.0,11.11,36.47
0.339,0.435,1.325,4.654,66.0,11.11,36.47
-0.078,0.228,1.325,4.652,66.0,11.11,36.49
-0.06,0.186,1.325,4.651,66.0,11.11,36.49
0.011,0.186,1.325,4.651,68.0,11.11,36.51
0.163,0.166,1.325,4.649,68.0,11.11,36.52
0.004,0.145,1.325,4.649,68.0,11.11,36.53
-0.099,0.186,1.325,4.646,68.0,11.11,36.53
-0.085,0.145,1.325,4.645,68.0,11.11,36.52
-0.09,0.166,1.325,4.644,68.0,11.11,36.49
-0.096,0.186,1.325,4.641,68.0,11.11,36.49
-0.091,0.207,1.323,4.64,68.0,11.11,36.55
-0.04,0.228,1.323,4.639,68.0,11.11,36.62
-0.105,0.166,1.323,4.637,68.0,11.11,36.73
0.303,0.414,1.324,4.636,68.0,11.11,36.83
-0.098,0.29,1.323,4.636,68.0,11.11,36.92
-0.064,0.207,1.323,4.634,68.0,11.11,37.05
0.019,0.166,1.323,4.631,72.0,11.11,37.17
0.16,0.207,1.323,4.63,72.0,11.11,37.32
-0.038,0.145,1.323,4.629,72.0,11.11,37.45
-0.109,0.207,1.323,4.627,72.0,11.11,37.59
-0.096,0.145,1.32,4.626,72.0,11.11,37.69
-0.104,0.186,1.321,4.624,72.0,11.11,37.75
-0.083,0.186,1.32,4.624,72.0,11.11,37.84
-0.082,0.207,1.32,4.621,72.0,11.11,37.94
-0.122,0.166,1.32,4.621,72.0,11.11,38.06
0.26,0.414,1.32,4.619,72.0,11.11,38.17
-0.1,0.145,1.32,4.619,72.0,11.11,38.24
-0.054,0.145,1.32,4.616,72.0,11.11,38.28
0.073,0.186,1.32,4.615,80.0,11.11,38.3
0.091,0.207,1.32,4.614,80.0,11.11,38.3
-0.104,0.186,1.32,4.611,80.0,11.11,38.28
-0.105,0.145,1.32,4.611,80.0,11.11,38.25
-0.098,0.166,1.32,4.609,80.0,11.11,38.16
-0.102,0.186,1.32,4.607,80.0,11.11,38.07
-0.059,0.166,1.32,4.606,80.0,11.11,38.0
-0.123,0.186,1.32,4.604,80.0,11.11,37.93
0.291,0.414,1.319,4.604,80.0,11.11,37.9
-0.11,0.186,1.318,4.601,80.0,11.11,37.86
-0.069,0.228,1.318,4.6,80.0,11.11,37.81
0.017,0.186,1.318,4.599,81.0,11.11,37.78
0.146,0.186,1.318,4.598,81.0,11.11,37.74
-0.054,0.207,1.318,4.597,81.0,11.11,37.7
-0.109,0.145,1.318,4.595,81.0,11.11,37.64
-0.095,0.186,1.318,4.594,81.0,11.11,37.56
-0.102,0.186,1.318,4.593,81.0,11.11,37.43
-0.106,0.207,1.318,4.592,81.0,11.11,37.32
-0.082,0.186,1.318,4.589,81.0,11.11,37.23
-0.061,0.145,1.318,4.588,81.0,11.11,37.16
-0.129,0.186,1.318,4.587,81.0,11.11,37.1
0.326,0.414,1.318,4.585,81.0,11.11,37.06
-0.099,0.145,1.315,4.584,81.0,11.11,36.98
-0.058,0.145,1.315,4.583,81.0,11.11,36.93
0.046,0.166,1.315,4.582,72.0,11.1,36.87
0.139,0.186,1.315,4.579,72.0,11.1,36.82
-0.075,0.207,1.315,4.579,72.0,11.1,36.77
-0.096,0.186,1.315,4.577,72.0,11.1,36.73
-0.083,0.207,1.315,4.575,72.0,11.11,36.66
-0.092,0.186,1.315,4.574,72.0,11.1,36.55
-0.093,0.186,1.315,4.572,72.0,11.11,36.48
-0.09,0.207,1.315,4.572,72.0,11.1,36.45
-0.033,0.145,1.315,4.569,72.0,11.11,36.44
-0.08,0.145,1.315,4.569,72.0,11.1,36.44
0.24,0.269,1.315,4.567,72.0,11.1,36.44
0.02,0.228,1.315,4.567,72.0,11.11,36.44
-0.062,0.207,1.315,4.564,72.0,11.1,36.45
0.0,0.166,1.315,4.564,68.0,11.11,36.47
0.148,0.186,1.314,4.562,68.0,11.1,36.47
0.06,0.207,1.313,4.562,68.0,11.1,36.49
-0.082,0.207,1.313,4.559,68.0,11.1,36.49
-0.068,0.228,1.313,4.559,68.0,11.1,36.48
-0.071,0.166,1.313,4.557,68.0,11.1,36.44
-0.078,0.186,1.313,4.557,68.0,11.1,36.38
-0.077,0.166,1.313,4.554,68.0,11.1,36.37
-0.059,0.166,1.313,4.554,68.0,11.1,36.37
-0.019,0.207,1.311,4.553,68.0,11.1,36.38
-0.088,0.228,1.313,4.552,68.0,11.11,36.39
0.346,0.456,1.311,4.55,68.0,11.1,36.4
-0.063,0.186,1.31,4.549,68.0,11.11,36.41
-0.035,0.145,1.31,4.547,68.0,11.1,36.42
0.056,0.207,1.31,4.547,68.0,11.11,36.45
0.169,0.186,1.31,4.547,68.0,11.11,36.5
-0.048,0.186,1.31,4.544,68.0,11.11,36.56
-0.093,0.166,1.31,4.544,68.0,11.11,36.63
-0.084,0.166,1.31,4.542,68.0,11.11,36.7
-0.097,0.166,1.31,4.542,68.0,11.1,36.73
-0.081,0.207,1.31,4.54,68.0,11.11,36.8
-0.058,0.166,1.31,4.539,68.0,11.1,36.92
-0.126,0.207,1.31,4.537,68.0,11.1,37.08
0.281,0.373,1.31,4.537,68.0,11.1,37.23
-0.097,0.207,1.31,4.534,68.0,11.1,37.37
-0.058,0.228,1.31,4.534,68.0,11.1,37.5
0.05,0.186,1.31,4.533,78.0,11.1,37.64
0.134,0.207,1.308,4.532,78.0,11.1,37.78
-0.082,0.186,1.308,4.53,78.0,11.1,37.91
-0.106,0.166,1.308,4.529,78.0,11.1,38.03
-0.096,0.207,1.308,4.528,78.0,11.1,38.08
-0.092,0.186,1.308,4.527,78.0,11.1,38.06
-0.065,0.124,1.308,4.525,78.0,11.1,38.03
-0.129,0.186,1.308,4.524,78.0,11.1,38.0
0.27,0.373,1.308,4.522,78.0,11.1,37.97
-0.104,0.186,1.305,4.522,78.0,11.1,37.96
-0.064,0.166,1.306,4.52,78.0,11.1,37.93
0.035,0.145,1.305,4.519,83.0,11.1,37.89
0.137,0.166,1.305,4.517,83.0,11.1,37.87
-0.069,0.145,1.305,4.517,83.0,11.1,37.85
-0.1,0.166,1.305,4.515,83.0,11.1,37.82
-0.084,0.145,1.305,4.514,83.0,11.18,37.77
-0.094,0.186,1.305,4.513,83.0,11.12,37.67
-0.037,0.186,1.305,4.512,83.0,11.18,37.6
-0.1,0.207,1.305,4.51,83.0,11.23,37.55
0.292,0.331,1.305,4.509,83.0,11.59,37.51
-0.083,0.166,1.305,4.507,83.0,11.73,37.5
-0.061,0.166,1.305,4.507,83.0,11.87,37.47
0.01,0.207,1.305,4.505,81.0,11.93,37.46
0.161,0.166,1.305,4.505,81.0,11.54,37.45
0.021,0.228,1.305,4.503,81.0,11.39,37.43
-0.075,0.207,1.305,4.502,81.0,11.44,37.41
-0.055,0.207,1.305,4.501,81.0,11.73,37.38
-0.056,0.207,1.305,4.5,81.0,11.85,37.28
-0.061,0.186,1.305,4.497,81.0,11.68,37.2
-0.034,0.186,1.305,4.497,81.0,11.53,37.14
-0.009,0.249,1.305,4.496,81.0,11.55,37.1
-0.074,0.186,1.305,4.495,81.0,11.45,37.08
0.366,0.435,1.305,4.493,81.0,12.22,37.05
-0.044,0.166,1.303,4.492,81.0,11.56,37.02
-0.004,0.145,1.303,4.492,81.0,11.57,36.99
0.095,0.124,1.303,4.49,81.0,11.88,36.97
0.187,0.104,1.303,4.488,81.0,11.81,36.96
-0.025,0.166,1.303,4.487,81.0,12.27,36.93
-0.047,0.145,1.303,4.487,74.0,12.31,36.92
-0.036,0.166,1.303,4.485,74.0,13.28,36.85
-0.047,0.145,1.303,4.485,74.0,14.16,36.73
-0.05,0.166,1.303,4.482,74.0,15.36,36.67
-0.048,0.145,1.303,4.482,74.0,16.16,36.62
-0.046,0.186,1.301,4.48,74.0,15.26,36.59
0.005,0.124,1.3,4.48,74.0,14.98,36.58
-0.039,0.166,1.3,4.477,74.0,15.29,36.56
0.267,0.373,1.3,4.477,74.0,15.1,36.54
0.059,0.269,1.3,4.475,74.0,14.77,36.54
-0.03,0.166,1.3,4.475,74.0,14.52,36.54
0.027,0.166,1.3,4.472,64.0,14.14,36.54
0.169,0.166,1.3,4.472,64.0,13.66,36.54
0.097,0.166,1.3,4.47,64.0,12.94,36.54
-0.06,0.124,1.3,4.47,64.0,13.21,36.54
-0.052,0.145,1.3,4.467,64.0,13.21,36.53
-0.06,0.186,1.3,4.466,64.0,13.12,36.48
-0.071,0.207,1.3,4.465,64.0,13.19,36.42
-0.074,0.228,1.3,4.465,64.0,13.16,36.41
-0.074,0.166,1.3,4.462,64.0,13.56,36.41
-0.074,0.186,1.3,4.461,64.0,13.69,36.43
-0.029,0.145,1.3,4.46,64.0,13.58,36.47
-0.083,0.186,1.3,4.46,64.0,13.39,36.51
0.325,0.497,1.298,4.458,64.0,13.31,36.58
-0.086,0.186,1.298,4.456,64.0,13.28,36.66
-0.056,0.186,1.298,4.455,64.0,13.27,36.78
0.017,0.249,1.298,4.455,63.0,13.26,36.91
0.164,0.186,1.298,4.452,63.0,13.22,37.04
-0.006,0.207,1.298,4.451,63.0,13.23,37.17
-0.104,0.207,1.298,4.45,63.0,13.21,37.3
-0.094,0.207,1.298,4.448,63.0,13.22,37.41
-0.104,0.207,1.296,4.447,63.0,13.25,37.46
-0.114,0.228,1.298,4.447,63.0,13.27,37.55
-0.073,0.186,1.295,4.446,63.0,13.26,37.67
-0.106,0.166,1.295,4.445,63.0,13.17,37.81
0.143,0.331,1.295,4.443,63.0,13.06,37.93
-0.012,0.249,1.295,4.442,63.0,12.95,38.03
-0.093,0.166,1.295,4.441,63.0,13.05,38.14
-0.036,0.186,1.295,4.44,75.0,13.03,38.23
0.114,0.166,1.295,4.438,75.0,13.49,38.3
0.038,0.186,1.295,4.436,75.0,15.6,38.35
-0.11,0.166,1.295,4.435,75.0,26.83,38.36
-0.099,0.228,1.295,4.435,75.0,35.28,38.37
-0.101,0.228,1.295,4.432,75.0,30.13,38.3
-0.099,0.145,1.295,4.432,75.0,15.83,38.21
-0.055,0.166,1.295,4.431,75.0,12.17,38.13
-0.114,0.186,1.295,4.43,75.0,12.55,38.08
0.292,0.435,1.295,4.428,75.0,11.78,38.03
-0.093,0.311,1.294,4.427,75.0,11.1,37.97
-0.053,0.186,1.294,4.426,75.0,11.27,37.91
0.043,0.166,1.293,4.426,80.0,11.06,37.83
0.166,0.186,1.293,4.425,80.0,11.11,37.79
-0.04,0.186,1.294,4.422,80.0,11.06,37.75
-0.083,0.166,1.293,4.422,80.0,10.83,37.7
-0.065,0.29,1.293,4.421,80.0,10.91,37.61
-0.07,0.145,1.293,4.42,80.0,11.09,37.47
-0.073,0.166,1.293,4.42,80.0,10.95,37.38
-0.038,0.207,1.293,4.418,80.0,10.89,37.3
-0.041,0.186,1.293,4.416,80.0,10.9,37.25
-0.05,0.228,1.293,4.415,80.0,10.91,37.2
0.32,0.477,1.291,4.415,80.0,10.9,37.14
-0.06,0.186,1.293,4.413,80.0,10.9,37.09
-0.012,0.228,1.293,4.413,80.0,10.89,37.05
0.113,0.145,1.291,4.411,73.0,10.9,37.01
0.128,0.207,1.29,4.41,73.0,10.9,36.96
-0.074,0.228,1.29,4.41,73.0,10.9,36.9
-0.073,0.207,1.29,4.408,73.0,10.9,36.83
-0.068,0.207,1.29,4.408,73.0,10.9,36.71
-0.078,0.269,1.29,4.408,73.0,10.9,36.57
-0.08,0.166,1.29,4.405,73.0,10.9,36.5
-0.076,0.186,1.29,4.405,73.0,10.9,36.45
-0.034,0.166,1.29,4.405,73.0,10.9,36.44
-0.068,0.207,1.29,4.404,73.0,10.9,36.42
0.31,0.373,1.29,4.403,73.0,10.9,36.42
-0.017,0.249,1.29,4.403,73.0,10.9,36.42
-0.049,0.269,1.29,4.4,73.0,10.9,36.42
0.009,0.166,1.29,4.4,67.0,10.9,36.43
0.158,0.186,1.29,4.399,67.0,10.9,36.44
0.054,0.145,1.29,4.398,67.0,10.9,36.44
-0.085,0.166,1.29,4.398,67.0,10.9,36.44
-0.072,0.186,1.29,4.395,67.0,10.9,36.43
-0.075,0.145,1.29,4.395,67.0,10.9,36.39
-0.081,0.124,1.29,4.395,67.0,10.9,36.35
-0.081,0.145,1.288,4.393,67.0,10.9,36.33
-0.077,0.166,1.288,4.391,67.0,10.9,36.32
-0.068,0.166,1.288,4.39,67.0,10.9,36.34
-0.027,0.186,1.288,4.389,67.0,10.9,36.35
-0.093,0.166,1.288,4.388,67.0,10.9,36.36
0.362,0.477,1.288,4.388,67.0,10.9,36.37
-0.067,0.145,1.288,4.385,67.0,10.9,36.37
-0.035,0.166,1.288,4.385,67.0,10.9,36.39
0.06,0.186,1.288,4.383,64.0,10.9,36.41
0.169,0.145,1.288,4.383,64.0,10.9,36.42
-0.056,0.166,1.286,4.38,64.0,10.9,36.43
-0.101,0.249,1.285,4.38,64.0,10.9,36.44
-0.093,0.186,1.285,4.378,64.0,10.9,36.42
-0.108,0.207,1.286,4.378,64.0,10.9,36.39
-0.112,0.166,1.285,4.375,64.0,10.9,36.42
-0.113,0.186,1.285,4.375,64.0,10.9,36.47
-0.1,0.124,1.285,4.374,64.0,10.89,36.56
-0.083,0.186,1.285,4.373,64.0,10.9,36.66
-0.126,0.228,1.285,4.371,64.0,10.9,36.76
0.282,0.414,1.285,4.37,64.0,10.9,36.87
-0.106,0.166,1.285,4.369,64.0,10.9,36.98
-0.063,0.166,1.285,4.368,64.0,10.9,37.09
0.06,0.186,1.285,4.366,67.0,10.9,37.21
0.108,0.269,1.285,4.366,67.0,10.9,37.37
-0.112,0.186,1.285,4.365,67.0,10.9,37.5
-0.125,0.166,1.285,4.363,67.0,10.9,37.61
-0.115,0.207,1.285,4.363,67.0,10.9,37.67
-0.124,0.166,1.285,4.363,67.0,10.9,37.72
-0.088,0.207,1.284,4.36,67.0,10.9,37.8
-0.121,0.207,1.283,4.36,67.0,10.9,37.89
0.211,0.414,1.283,4.358,67.0,10.9,38.0
-0.09,0.29,1.283,4.358,67.0,10.9,38.09
-0.1,0.166,1.283,4.355,67.0,10.9,38.14
-0.031,0.228,1.283,4.355,80.0,10.89,38.21
0.126,0.186,1.283,4.354,80.0,10.89,38.27
0.005,0.207,1.283,4.353,80.0,10.9,38.32
-0.108,0.186,1.283,4.351,80.0,10.9,38.35
-0.104,0.166,1.281,4.35,80.0,10.9,38.35
-0.106,0.166,1.28,4.35,80.0,10.89,38.31
-0.096,0.186,1.28,4.349,80.0,10.9,38.26
-0.091,0.228,1.28,4.348,80.0,10.9,38.23
-0.122,0.207,1.28,4.348,80.0,10.89,38.23
