ECG,foot GSR,HR,marker,RESP
-0.288,1.72,66.993300669933,0.0,12.08
-0.281,1.72,66.993300669933,0.0,12.074
-0.278,1.72,66.993300669933,0.0,12.07
-0.257,1.72,66.993300669933,0.0,12.044
0.079,1.718,66.993300669933,0.0,12.022
-0.144,1.718,66.993300669933,0.0,12.018
-0.205,1.718,66.993300669933,0.0,12.006
-0.104,1.715,61.99380061993801,0.0,12.0
0.166,1.715,61.99380061993801,0.0,11.996
0.237,1.715,61.99380061993801,0.0,11.964
-0.199,1.715,61.99380061993801,0.0,11.92
-0.234,1.715,61.99380061993801,0.0,11.888
-0.239,1.715,61.99380061993801,0.0,11.854
-0.253,1.715,61.99380061993801,0.0,11.774
-0.252,1.715,61.99380061993801,0.0,11.662
-0.251,1.713,61.99380061993801,0.0,11.594
-0.258,1.713,61.99380061993801,0.0,11.554
-0.273,1.713,61.99380061993801,0.0,11.524
-0.271,1.711,61.99380061993801,0.0,11.506
0.007,1.71,61.99380061993801,0.0,11.51
-0.193,1.71,61.99380061993801,0.0,11.53
-0.282,1.71,61.99380061993801,0.0,11.588
-0.197,1.71,61.99380061993801,0.0,11.674
0.067,1.71,61.99380061993801,0.0,11.772
0.16,1.71,61.99380061993801,0.0,11.888
-0.303,1.71,61.99380061993801,0.0,12.038
-0.356,1.708,61.99380061993801,0.0,12.2
-0.377,1.709,61.99380061993801,0.0,12.338
-0.391,1.708,61.99380061993801,0.0,12.444
-0.4,1.708,61.99380061993801,0.0,12.546
-0.4,1.706,61.99380061993801,0.0,12.64
-0.369,1.705,61.99380061993801,0.0,12.714
0.18,1.705,61.99380061993801,0.0,12.778
-0.498,1.705,61.99380061993801,0.0,12.864
-0.282,1.705,61.99380061993801,0.0,12.902
-0.143,1.705,71.99280071992801,0.0,12.9
0.186,1.705,71.99280071992801,0.0,12.892
0.124,1.705,71.99280071992801,0.0,12.914
-0.247,1.705,71.99280071992801,0.0,12.97
-0.255,1.705,71.99280071992801,0.0,12.956
-0.265,1.705,71.99280071992801,0.0,12.862
-0.267,1.704,71.99280071992801,0.0,12.73
-0.248,1.703,71.99280071992801,0.0,12.628
-0.215,1.703,71.99280071992801,0.0,12.516
-0.228,1.7,71.99280071992801,0.0,12.414
0.314,1.7,71.99280071992801,0.0,12.348
-0.222,1.7,71.99280071992801,0.0,12.25
-0.07,1.7,71.99280071992801,0.0,12.16
0.141,1.7,73.992600739926,0.0,12.08
0.418,1.7,73.992600739926,0.0,12.012
-0.015,1.699,73.992600739926,0.0,11.936
-0.139,1.698,73.992600739926,0.0,11.872
-0.143,1.698,73.992600739926,0.0,11.774
-0.17,1.698,73.992600739926,0.0,11.65
-0.193,1.696,73.992600739926,0.0,11.56
-0.222,1.695,73.992600739926,0.0,11.49
-0.229,1.695,73.992600739926,0.0,11.438
-0.267,1.695,73.992600739926,0.0,11.434
0.183,1.695,73.992600739926,0.0,11.52
-0.294,1.695,73.992600739926,0.0,11.656
-0.196,1.695,73.992600739926,0.0,11.81
0.025,1.695,71.99280071992801,0.0,11.966
0.263,1.693,71.99280071992801,0.0,12.124
-0.227,1.693,71.99280071992801,0.0,12.292
-0.327,1.693,71.99280071992801,0.0,12.466
-0.339,1.693,71.99280071992801,0.0,12.606
-0.366,1.693,71.99280071992801,0.0,12.732
-0.372,1.69,71.99280071992801,0.0,12.836
-0.342,1.69,71.99280071992801,0.0,12.896
0.228,1.69,71.99280071992801,0.0,12.952
-0.488,1.69,71.99280071992801,0.0,13.002
-0.253,1.69,71.99280071992801,0.0,13.04
-0.11,1.69,71.99280071992801,0.0,13.072
0.22,1.69,71.99280071992801,0.0,13.09
0.099,1.69,71.99280071992801,0.0,13.042
-0.222,1.689,71.99280071992801,0.0,12.968
-0.226,1.688,79.99200079992,0.0,12.86
-0.238,1.688,79.99200079992,0.0,12.748
-0.232,1.688,79.99200079992,0.0,12.642
-0.214,1.686,79.99200079992,0.0,12.544
-0.188,1.685,79.99200079992,0.0,12.454
0.471,1.685,79.99200079992,0.0,12.376
-0.372,1.685,79.99200079992,0.0,12.298
-0.089,1.685,79.99200079992,0.0,12.232
0.064,1.685,79.99200079992,0.0,12.186
0.394,1.685,79.99200079992,0.0,12.134
0.169,1.685,79.99200079992,0.0,12.068
-0.123,1.685,79.99200079992,0.0,12.026
-0.117,1.683,79.99200079992,0.0,11.962
-0.13,1.683,79.99200079992,0.0,11.866
-0.135,1.683,79.99200079992,0.0,11.79
-0.131,1.683,79.99200079992,0.0,11.73
-0.121,1.682,79.99200079992,0.0,11.69
-0.102,1.681,79.99200079992,0.0,11.66
0.527,1.681,79.99200079992,0.0,11.644
-0.319,1.681,77.99220077992202,0.0,11.636
-0.05,1.681,77.99220077992202,0.0,11.628
0.083,1.681,77.99220077992202,0.0,11.62
0.406,1.681,77.99220077992202,0.0,11.622
0.212,1.681,77.99220077992202,0.0,11.62
-0.119,1.681,77.99220077992202,0.0,11.618
-0.137,1.681,77.99220077992202,0.0,11.612
-0.166,1.678,77.99220077992202,0.0,11.574
-0.195,1.678,77.99220077992202,0.0,11.548
-0.212,1.678,77.99220077992202,0.0,11.56
-0.226,1.678,77.99220077992202,0.0,11.618
-0.237,1.677,77.99220077992202,0.0,11.69
-0.239,1.676,77.99220077992202,0.0,11.78
-0.25,1.676,77.99220077992202,0.0,11.882
0.185,1.676,77.99220077992202,0.0,11.99
-0.255,1.676,77.99220077992202,0.0,12.11
-0.145,1.676,77.99220077992202,0.0,12.232
0.079,1.676,77.99220077992202,0.0,12.344
0.319,1.676,77.99220077992202,0.0,12.456
-0.134,1.676,77.99220077992202,0.0,12.558
-0.239,1.676,77.99220077992202,0.0,12.64
-0.257,1.676,77.99220077992202,0.0,12.68
-0.275,1.676,77.99220077992202,0.0,12.728
-0.272,1.676,77.99220077992202,0.0,12.774
-0.257,1.674,77.99220077992202,0.0,12.806
-0.216,1.673,77.99220077992202,0.0,12.822
0.042,1.673,77.99220077992202,0.0,12.816
-0.026,1.673,77.99220077992202,0.0,12.786
-0.121,1.673,77.99220077992202,0.0,12.716
0.002,1.672,77.99220077992202,0.0,12.626
0.293,1.671,77.99220077992202,0.0,12.524
0.34,1.671,77.99220077992202,0.0,12.416
-0.079,1.671,77.99220077992202,0.0,12.314
-0.095,1.671,77.99220077992202,0.0,12.224
-0.099,1.671,77.99220077992202,0.0,12.114
-0.108,1.671,77.99220077992202,0.0,12.006
-0.107,1.671,77.99220077992202,0.0,11.912
-0.103,1.671,77.99220077992202,0.0,11.832
-0.1,1.671,77.99220077992202,0.0,11.778
-0.074,1.671,77.99220077992202,0.0,11.736
0.087,1.671,77.99220077992202,0.0,11.708
0.193,1.671,71.99280071992801,0.0,11.684
-0.039,1.671,71.99280071992801,0.0,11.67
0.061,1.668,71.99280071992801,0.0,11.662
0.329,1.668,71.99280071992801,0.0,11.648
0.447,1.668,71.99280071992801,0.0,11.636
-0.028,1.667,71.99280071992801,0.0,11.622
-0.084,1.666,71.99280071992801,0.0,11.618
-0.102,1.666,71.99280071992801,0.0,11.588
-0.139,1.666,49.99500049995,0.0,11.546
-0.162,1.666,49.99500049995,0.0,11.524
-0.18,1.666,49.99500049995,0.0,11.522
-0.195,1.666,49.99500049995,0.0,11.552
-0.199,1.666,49.99500049995,0.0,11.624
-0.222,1.666,49.99500049995,0.0,11.726
0.212,1.666,49.99500049995,0.0,11.842
-0.236,1.663,49.99500049995,0.0,11.986
-0.007,1.658,73.992600739926,0.0,12.71
0.314,1.658,73.992600739926,0.0,12.73
0.114,1.658,73.992600739926,0.0,12.744
-0.194,1.658,73.992600739926,0.0,12.694
-0.201,1.657,73.992600739926,0.0,12.644
-0.215,1.656,73.992600739926,0.0,12.63
-0.228,1.656,73.992600739926,0.0,12.618
-0.222,1.656,73.992600739926,0.0,12.634
-0.204,1.656,73.992600739926,0.0,12.678
-0.201,1.656,73.992600739926,0.0,12.684
0.358,1.656,73.992600739926,0.0,12.696
-0.248,1.656,73.992600739926,0.0,12.706
-0.086,1.656,73.992600739926,0.0,12.708
0.1,1.656,71.99280071992801,0.0,12.686
0.417,1.656,71.99280071992801,0.0,12.658
-0.011,1.653,71.99280071992801,0.0,12.614
-0.186,1.653,71.99280071992801,0.0,12.632
-0.18,1.653,71.99280071992801,0.0,12.608
-0.192,1.652,71.99280071992801,0.0,12.562
-0.184,1.652,71.99280071992801,0.0,12.538
-0.159,1.651,71.99280071992801,0.0,12.542
-0.112,1.651,71.99280071992801,0.0,12.554
0.51,1.651,71.99280071992801,0.0,12.522
-0.273,1.651,71.99280071992801,0.0,12.41
-0.015,1.651,71.99280071992801,0.0,12.276
0.112,1.651,71.99280071992801,0.0,12.14
0.43,1.651,71.99280071992801,0.0,12.016
0.278,1.651,71.99280071992801,0.0,11.904
-0.087,1.651,71.99280071992801,0.0,11.816
-0.081,1.651,74.99250074992501,0.0,11.774
-0.074,1.651,74.99250074992501,0.0,11.746
-0.083,1.651,74.99250074992501,0.0,11.684
-0.092,1.648,74.99250074992501,0.0,11.626
-0.103,1.648,74.99250074992501,0.0,11.576
-0.098,1.646,74.99250074992501,0.0,11.554
0.442,1.646,74.99250074992501,0.0,11.574
-0.312,1.646,74.99250074992501,0.0,11.598
-0.111,1.646,74.99250074992501,0.0,11.652
-0.006,1.646,70.992900709929,0.0,11.746
0.295,1.646,70.992900709929,0.0,11.86
0.215,1.646,70.992900709929,0.0,11.978
-0.195,1.646,70.992900709929,0.0,12.086
-0.237,1.646,70.992900709929,0.0,12.186
-0.274,1.646,70.992900709929,0.0,12.284
-0.286,1.646,70.992900709929,0.0,12.426
-0.262,1.646,70.992900709929,0.0,12.606
-0.251,1.643,70.992900709929,0.0,12.818
0.332,1.643,70.992900709929,0.0,13.0
-0.368,1.643,70.992900709929,0.0,13.084
-0.106,1.642,70.992900709929,0.0,13.076
0.069,1.641,79.99200079992,0.0,12.978
0.369,1.641,79.99200079992,0.0,12.912
0.01,1.641,79.99200079992,0.0,12.874
-0.158,1.641,79.99200079992,0.0,12.856
-0.169,1.641,79.99200079992,0.0,12.828
-0.183,1.641,79.99200079992,0.0,12.796
-0.181,1.641,79.99200079992,0.0,12.764
-0.17,1.641,79.99200079992,0.0,12.742
-0.144,1.639,79.99200079992,0.0,12.732
0.483,1.638,79.99200079992,0.0,12.728
-0.303,1.638,79.99200079992,0.0,12.708
-0.088,1.638,79.99200079992,0.0,12.7
0.04,1.637,74.99250074992501,0.0,12.702
0.371,1.636,74.99250074992501,0.0,12.704
0.224,1.638,74.99250074992501,0.0,12.696
-0.14,1.636,74.99250074992501,0.0,12.696
-0.143,1.636,74.99250074992501,0.0,12.7
-0.162,1.636,74.99250074992501,0.0,12.664
-0.178,1.636,74.99250074992501,0.0,12.632
-0.179,1.636,74.99250074992501,0.0,12.62
-0.159,1.636,74.99250074992501,0.0,12.614
-0.173,1.636,74.99250074992501,0.0,12.616
0.384,1.634,74.99250074992501,0.0,12.614
-0.189,1.633,74.99250074992501,0.0,12.608
-0.053,1.633,74.99250074992501,0.0,12.59
0.145,1.633,72.99270072992701,0.0,12.564
0.426,1.633,72.99270072992701,0.0,12.542
0.004,1.633,72.99270072992701,0.0,12.534
-0.133,1.633,72.99270072992701,0.0,12.542
-0.133,1.631,72.99270072992701,0.0,12.554
-0.156,1.631,72.99270072992701,0.0,12.524
-0.165,1.631,72.99270072992701,0.0,12.498
-0.166,1.631,72.99270072992701,0.0,12.484
-0.145,1.631,72.99270072992701,0.0,12.46
-0.115,1.631,72.99270072992701,0.0,12.45
0.207,1.631,72.99270072992701,0.0,12.458
0.035,1.631,72.99270072992701,0.0,12.468
-0.061,1.628,72.99270072992701,0.0,12.432
0.048,1.628,72.99270072992701,0.0,12.406
0.311,1.628,72.99270072992701,0.0,12.42
0.357,1.628,72.99270072992701,0.0,12.396
-0.05,1.627,72.99270072992701,0.0,12.332
-0.076,1.628,67.993200679932,0.0,12.298
-0.099,1.628,67.993200679932,0.0,12.278
-0.12,1.627,67.993200679932,0.0,12.26
-0.123,1.627,67.993200679932,0.0,12.232
-0.108,1.626,67.993200679932,0.0,12.18
-0.092,1.626,67.993200679932,0.0,12.162
-0.062,1.626,67.993200679932,0.0,12.152
0.021,1.626,67.993200679932,0.0,12.156
0.284,1.624,67.993200679932,0.0,12.084
-0.017,1.623,67.993200679932,0.0,12.01
0.077,1.623,67.993200679932,0.0,12.006
0.294,1.623,67.993200679932,0.0,11.996
0.453,1.623,67.993200679932,0.0,11.994
0.036,1.623,67.993200679932,0.0,11.97
-0.042,1.623,67.993200679932,0.0,11.944
-0.065,1.621,64.993500649935,0.0,11.89
-0.083,1.623,64.993500649935,0.0,11.85
-0.075,1.622,64.993500649935,0.0,11.834
-0.069,1.621,64.993500649935,0.0,11.822
-0.067,1.621,64.993500649935,0.0,11.81
-0.066,1.621,64.993500649935,0.0,11.796
-0.084,1.619,64.993500649935,0.0,11.73
0.326,1.618,64.993500649935,0.0,11.644
-0.105,1.618,64.993500649935,0.0,11.598
-0.02,1.618,64.993500649935,0.0,11.586
0.172,1.618,64.993500649935,0.0,11.608
0.39,1.618,64.993500649935,0.0,11.674
-0.051,1.618,64.993500649935,0.0,11.778
-0.177,1.618,64.993500649935,0.0,11.902
-0.211,1.618,64.993500649935,0.0,12.004
-0.244,1.617,64.993500649935,0.0,12.08
-0.261,1.618,64.993500649935,0.0,12.178
-0.274,1.616,64.993500649935,0.0,12.286
-0.258,1.616,64.993500649935,0.0,12.382
-0.198,1.616,64.993500649935,0.0,12.486
0.073,1.616,64.993500649935,0.0,12.592
-0.233,1.616,64.993500649935,0.0,12.688
-0.113,1.616,64.993500649935,0.0,12.77
0.13,1.613,71.99280071992801,0.0,12.85
0.301,1.613,71.99280071992801,0.0,12.912
-0.144,1.613,71.99280071992801,0.0,12.946
-0.201,1.613,71.99280071992801,0.0,12.962
-0.195,1.613,71.99280071992801,0.0,12.95
-0.198,1.613,71.99280071992801,0.0,12.95
-0.184,1.613,71.99280071992801,0.0,12.924
-0.151,1.613,71.99280071992801,0.0,12.844
-0.168,1.611,71.99280071992801,0.0,12.74
0.325,1.611,71.99280071992801,0.0,12.618
-0.14,1.611,71.99280071992801,0.0,12.516
-0.009,1.611,71.99280071992801,0.0,12.438
0.215,1.609,75.99240075992401,0.0,12.354
0.433,1.608,75.99240075992401,0.0,12.272
-0.007,1.608,75.99240075992401,0.0,12.198
-0.083,1.608,75.99240075992401,0.0,12.144
-0.088,1.608,75.99240075992401,0.0,12.074
-0.1,1.608,75.99240075992401,0.0,11.996
-0.099,1.608,75.99240075992401,0.0,11.93
-0.103,1.608,75.99240075992401,0.0,11.884
-0.108,1.608,75.99240075992401,0.0,11.852
0.483,1.606,75.99240075992401,0.0,11.818
-0.222,1.607,75.99240075992401,0.0,11.794
-0.115,1.606,75.99240075992401,0.0,11.824
-0.011,1.606,73.992600739926,0.0,11.938
0.312,1.604,73.992600739926,0.0,12.092
0.117,1.604,73.992600739926,0.0,12.26
-0.229,1.603,73.992600739926,0.0,12.556
-0.219,1.603,73.992600739926,0.0,12.564
-0.222,1.603,73.992600739926,0.0,12.714
-0.224,1.603,73.992600739926,0.0,12.844
-0.195,1.603,73.992600739926,0.0,12.922
0.03,1.603,73.992600739926,0.0,12.896
-0.011,1.603,73.992600739926,0.0,12.792
-0.149,1.603,73.992600739926,0.0,12.718
-0.03,1.603,81.99180081991801,0.0,12.668
0.274,1.603,81.99180081991801,0.0,12.632
0.298,1.602,81.99180081991801,0.0,12.614
-0.111,1.601,81.99180081991801,0.0,12.602
-0.127,1.601,81.99180081991801,0.0,12.57
-0.14,1.599,81.99180081991801,0.0,12.448
-0.152,1.598,81.99180081991801,0.0,12.34
-0.15,1.598,81.99180081991801,0.0,12.296
-0.124,1.598,81.99180081991801,0.0,12.282
-0.144,1.598,81.99180081991801,0.0,12.282
0.399,1.598,81.99180081991801,0.0,12.314
-0.136,1.598,81.99180081991801,0.0,12.312
-0.002,1.598,81.99180081991801,0.0,12.254
0.205,1.598,81.99180081991801,0.0,12.21
0.492,1.598,81.99180081991801,0.0,12.18
0.08,1.597,81.99180081991801,0.0,12.106
-0.048,1.596,74.99250074992501,0.0,12.026
-0.048,1.596,74.99250074992501,0.0,11.93
-0.059,1.596,74.99250074992501,0.0,11.838
-0.059,1.596,74.99250074992501,0.0,11.768
-0.055,1.596,74.99250074992501,0.0,11.716
-0.05,1.594,74.99250074992501,0.0,11.668
-0.038,1.594,74.99250074992501,0.0,11.618
0.552,1.594,74.99250074992501,0.0,11.594
-0.281,1.594,74.99250074992501,0.0,11.558
-0.025,1.594,74.99250074992501,0.0,11.54
0.088,1.594,74.99250074992501,0.0,11.54
0.376,1.594,74.99250074992501,0.0,11.556
0.191,1.594,74.99250074992501,0.0,11.596
-0.128,1.594,68.99310068993101,0.0,11.666
-0.151,1.591,68.99310068993101,0.0,11.75
-0.183,1.591,68.99310068993101,0.0,11.806
-0.203,1.591,68.99310068993101,0.0,11.878
-0.216,1.589,68.99310068993101,0.0,11.964
-0.229,1.589,68.99310068993101,0.0,12.062
-0.217,1.589,68.99310068993101,0.0,12.152
0.363,1.589,68.99310068993101,0.0,12.244
-0.429,1.589,68.99310068993101,0.0,12.35
-0.174,1.589,68.99310068993101,0.0,12.476
-0.042,1.589,70.992900709929,0.0,12.606
0.271,1.589,70.992900709929,0.0,12.74
0.157,1.589,70.992900709929,0.0,12.872
-0.184,1.589,70.992900709929,0.0,12.996
-0.199,1.589,70.992900709929,0.0,13.072
-0.21,1.586,70.992900709929,0.0,13.1
-0.21,1.586,70.992900709929,0.0,13.076
-0.195,1.586,70.992900709929,0.0,13.0
-0.158,1.586,70.992900709929,0.0,12.904
0.26,1.586,70.992900709929,0.0,12.796
-0.14,1.584,70.992900709929,0.0,12.692
-0.072,1.584,70.992900709929,0.0,12.6
0.056,1.584,74.99250074992501,0.0,12.514
0.361,1.584,74.99250074992501,0.0,12.428
0.322,1.584,74.99250074992501,0.0,12.352
-0.061,1.584,74.99250074992501,0.0,12.28
-0.063,1.582,74.99250074992501,0.0,12.214
-0.07,1.581,74.99250074992501,0.0,12.126
-0.075,1.582,74.99250074992501,0.0,12.046
-0.057,1.581,74.99250074992501,0.0,11.99
-0.043,1.58,74.99250074992501,0.0,11.944
-0.039,1.579,74.99250074992501,0.0,11.92
-0.022,1.579,74.99250074992501,0.0,11.906
0.599,1.579,74.99250074992501,0.0,11.926
-0.235,1.579,74.99250074992501,0.0,11.952
0.029,1.579,74.99250074992501,0.0,11.95
0.162,1.579,74.99250074992501,0.0,11.94
0.479,1.579,74.99250074992501,0.0,11.924
0.326,1.579,74.99250074992501,0.0,11.862
-0.013,1.579,74.99250074992501,0.0,11.792
-0.021,1.579,66.993300669933,0.0,11.734
-0.04,1.576,66.993300669933,0.0,11.66
-0.065,1.579,66.993300669933,0.0,11.608
-0.08,1.576,66.993300669933,0.0,11.582
-0.097,1.576,66.993300669933,0.0,11.572
-0.114,1.579,66.993300669933,0.0,11.56
-0.123,1.579,66.993300669933,0.0,11.592
-0.144,1.579,66.993300669933,0.0,11.648
0.327,1.579,66.993300669933,0.0,11.73
-0.167,1.579,66.993300669933,0.0,11.828
-0.047,1.577,66.993300669933,0.0,11.928
0.147,1.579,62.99370062993701,0.0,12.024
0.42,1.579,62.99370062993701,0.0,12.118
-0.014,1.581,62.99370062993701,0.0,12.198
-0.155,1.581,62.99370062993701,0.0,12.28
-0.173,1.582,62.99370062993701,0.0,12.328
-0.193,1.587,62.99370062993701,0.0,12.374
-0.191,1.59,62.99370062993701,0.0,12.426
-0.18,1.592,62.99370062993701,0.0,12.474
-0.16,1.595,62.99370062993701,0.0,12.544
-0.124,1.596,62.99370062993701,0.0,12.572
0.491,1.598,62.99370062993701,0.0,12.57
-0.306,1.598,62.99370062993701,0.0,12.538
-0.025,1.598,62.99370062993701,0.0,12.508
0.121,1.602,69.99300069993001,0.0,12.486
0.44,1.603,69.99300069993001,0.0,12.47
0.192,1.602,69.99300069993001,0.0,12.45
-0.076,1.603,69.99300069993001,0.0,12.416
-0.08,1.603,69.99300069993001,0.0,12.374
-0.104,1.603,69.99300069993001,0.0,12.308
-0.109,1.606,69.99300069993001,0.0,12.252
-0.101,1.606,69.99300069993001,0.0,12.236
-0.09,1.609,69.99300069993001,0.0,12.23
-0.081,1.611,69.99300069993001,0.0,12.23
-0.053,1.611,69.99300069993001,0.0,12.2
0.473,1.611,69.99300069993001,0.0,12.144
-0.142,1.608,69.99300069993001,0.0,12.056
0.011,1.608,69.99300069993001,0.0,11.99
0.124,1.611,69.99300069993001,0.0,11.938
0.418,1.611,69.99300069993001,0.0,11.894
0.402,1.611,69.99300069993001,0.0,11.856
-0.012,1.615,69.99300069993001,0.0,11.83
-0.035,1.634,64.993500649935,0.0,11.808
-0.05,1.638,64.993500649935,0.0,11.766
-0.074,1.636,64.993500649935,0.0,11.726
-0.079,1.633,64.993500649935,0.0,11.712
-0.077,1.631,64.993500649935,0.0,11.696
-0.075,1.631,64.993500649935,0.0,11.688
-0.075,1.633,64.993500649935,0.0,11.698
-0.058,1.633,64.993500649935,0.0,11.732
0.462,1.636,64.993500649935,0.0,11.74
-0.187,1.637,64.993500649935,0.0,11.734
0.012,1.644,64.993500649935,0.0,11.72
0.163,1.646,64.993500649935,0.0,11.718
0.467,1.642,64.993500649935,0.0,11.732
0.151,1.642,64.993500649935,0.0,11.746
-0.129,1.639,62.99370062993701,0.0,11.778
-0.145,1.632,62.99370062993701,0.0,11.79
-0.176,1.631,62.99370062993701,0.0,11.792
-0.199,1.631,62.99370062993701,0.0,11.854
-0.212,1.629,62.99370062993701,0.0,11.954
-0.224,1.631,62.99370062993701,0.0,12.158
-0.207,1.629,62.99370062993701,0.0,12.166
0.153,1.632,62.99370062993701,0.0,12.298
-0.181,1.637,62.99370062993701,0.0,12.414
-0.039,1.648,62.99370062993701,0.0,12.516
0.034,1.659,62.99370062993701,0.0,12.592
0.27,1.661,67.993200679932,0.0,12.644
0.33,1.658,67.993200679932,0.0,12.656
-0.081,1.657,67.993200679932,0.0,12.616
-0.116,1.656,67.993200679932,0.0,12.492
-0.119,1.656,67.993200679932,0.0,12.49
-0.115,1.656,67.993200679932,0.0,12.446
-0.104,1.656,67.993200679932,0.0,12.406
-0.095,1.656,67.993200679932,0.0,12.328
-0.065,1.654,67.993200679932,0.0,12.22
0.365,1.653,67.993200679932,0.0,12.112
-0.091,1.651,67.993200679932,0.0,12.012
-0.018,1.651,67.993200679932,0.0,11.934
0.098,1.651,67.993200679932,0.0,11.904
0.388,1.651,67.993200679932,0.0,11.88
0.394,1.648,67.993200679932,0.0,11.87
-0.032,1.648,67.993200679932,0.0,11.85
-0.051,1.648,70.992900709929,0.0,11.828
-0.08,1.646,70.992900709929,0.0,11.778
-0.098,1.646,70.992900709929,0.0,11.738
-0.102,1.646,70.992900709929,0.0,11.71
-0.128,1.646,70.992900709929,0.0,11.724
-0.112,1.646,70.992900709929,0.0,11.72
-0.014,1.646,70.992900709929,0.0,11.672
0.093,1.646,70.992900709929,0.0,11.586
-0.09,1.644,70.992900709929,0.0,11.474
0.012,1.643,70.992900709929,0.0,11.368
0.291,1.643,69.99300069993001,0.0,11.324
0.293,1.643,69.99300069993001,0.0,11.376
-0.029,1.643,69.99300069993001,0.0,11.518
-0.177,1.643,69.99300069993001,0.0,11.718
-0.192,1.641,69.99300069993001,0.0,11.954
-0.285,1.641,69.99300069993001,0.0,12.232
-0.259,1.641,69.99300069993001,0.0,12.24
-0.256,1.643,69.99300069993001,0.0,12.402
0.076,1.643,69.99300069993001,0.0,12.62
-0.171,1.643,69.99300069993001,0.0,12.77
-0.191,1.641,69.99300069993001,0.0,12.846
0.207,1.641,77.99220077992202,0.0,12.698
0.322,1.638,77.99220077992202,0.0,12.56
0.297,1.638,77.99220077992202,0.0,12.682
-0.136,1.637,77.99220077992202,0.0,12.9
-0.153,1.638,77.99220077992202,0.0,12.888
-0.178,1.636,77.99220077992202,0.0,13.056
-0.201,1.636,77.99220077992202,0.0,13.066
-0.207,1.634,77.99220077992202,0.0,13.14
-0.148,1.633,77.99220077992202,0.0,13.276
0.341,1.633,77.99220077992202,0.0,13.342
-0.29,1.631,77.99220077992202,0.0,13.39
-0.104,1.631,77.99220077992202,0.0,13.51
0.037,1.631,77.99220077992202,0.0,13.568
0.317,1.631,77.99220077992202,0.0,13.578
0.278,1.631,77.99220077992202,0.0,13.61
-0.127,1.631,77.99220077992202,0.0,13.626
-0.135,1.628,77.99220077992202,0.0,13.622
-0.158,1.628,77.99220077992202,0.0,13.612
-0.15,1.628,77.99220077992202,0.0,13.578
-0.177,1.627,77.99220077992202,0.0,13.514
-0.145,1.626,77.99220077992202,0.0,13.506
0.367,1.626,77.99220077992202,0.0,13.516
-0.301,1.627,77.99220077992202,0.0,13.524
-0.107,1.627,77.99220077992202,0.0,13.482
0.019,1.624,76.992300769923,0.0,13.464
0.306,1.624,76.992300769923,0.0,13.448
0.242,1.626,76.992300769923,0.0,13.468
-0.155,1.623,76.992300769923,0.0,13.448
-0.16,1.623,76.992300769923,0.0,13.432
-0.181,1.624,76.992300769923,0.0,13.414
-0.203,1.623,76.992300769923,0.0,13.384
-0.196,1.622,76.992300769923,0.0,13.36
-0.193,1.622,76.992300769923,0.0,13.34
-0.19,1.622,76.992300769923,0.0,13.31
0.295,1.622,76.992300769923,0.0,13.338
-0.259,1.622,76.992300769923,0.0,13.322
-0.099,1.621,76.992300769923,0.0,13.242
0.076,1.619,73.992600739926,0.0,13.18
0.376,1.618,73.992600739926,0.0,13.122
-0.034,1.621,73.992600739926,0.0,13.12
