ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
-0.054,0.269,5.753,18.202,82.0,10.1,37.07
-0.07,0.166,5.752,18.198,85.0,10.1,37.28
-0.077,0.269,5.75,18.197,85.0,10.08,37.51
-0.066,0.186,5.748,18.197,85.0,10.1,37.65
-0.089,0.29,5.746,18.194,85.0,10.1,37.77
-0.021,0.29,5.745,18.192,85.0,10.1,38.03
-0.008,0.622,5.743,18.189,85.0,10.1,38.34
-0.032,0.331,5.743,18.192,85.0,10.1,38.62
0.092,0.601,5.74,18.199,85.0,10.1,38.79
0.198,0.145,5.739,18.212,85.0,10.1,38.96
-0.048,0.518,5.738,18.23,85.0,10.1,39.14
-0.078,0.207,5.738,18.255,91.0,10.1,39.29
-0.063,0.145,5.736,18.285,91.0,10.1,39.38
-0.024,0.207,5.735,18.32,91.0,10.1,39.44
-0.07,0.207,5.734,18.36,91.0,10.1,39.29
0.197,0.456,5.733,18.402,91.0,10.08,39.24
-0.085,0.311,5.73,18.447,91.0,10.08,39.22
0.049,0.331,5.73,18.489,91.0,10.08,39.14
0.205,0.269,5.729,18.534,91.0,10.08,38.95
0.218,0.311,5.728,18.577,91.0,10.08,38.73
-0.008,0.663,5.728,18.621,91.0,10.08,38.41
-0.003,0.58,5.725,18.664,94.0,10.08,38.34
-0.001,0.331,5.725,18.703,94.0,10.08,38.53
0.039,0.29,5.724,18.736,94.0,10.08,38.5
0.256,0.311,5.723,18.762,94.0,10.08,38.18
0.229,0.29,5.723,18.786,94.0,10.08,38.04
-0.025,0.145,5.723,18.802,94.0,10.08,37.94
0.09,0.228,5.723,18.81,94.0,10.08,37.83
0.251,0.207,5.723,18.816,94.0,10.08,37.67
0.241,0.311,5.72,18.809,94.0,10.08,37.47
0.002,0.228,5.72,18.809,94.0,10.08,37.45
0.008,0.331,5.72,18.798,94.0,10.08,37.31
0.002,0.186,5.72,18.785,94.0,10.08,37.14
0.032,0.249,5.72,18.758,94.0,10.08,36.85
-0.024,0.269,5.72,18.737,94.0,10.07,36.52
0.206,0.29,5.72,18.724,94.0,10.07,36.49
-0.011,0.249,5.719,18.704,94.0,10.06,36.79
0.061,0.311,5.72,18.684,94.0,10.06,37.08
0.212,0.166,5.721,18.664,94.0,10.06,37.07
0.23,0.186,5.723,18.643,94.0,10.06,37.04
-0.019,0.249,5.723,18.62,94.0,10.06,37.09
-0.032,0.186,5.72,18.597,91.0,10.05,37.3
-0.047,0.249,5.721,18.575,91.0,10.05,37.58
-0.039,0.352,5.723,18.553,91.0,10.05,37.71
-0.05,0.249,5.723,18.535,91.0,10.05,37.73
-0.068,0.186,5.723,18.515,91.0,10.05,37.87
0.096,0.207,5.723,18.495,91.0,10.05,38.13
-0.03,0.207,5.723,18.473,91.0,10.05,38.34
0.078,0.228,5.723,18.454,91.0,10.05,38.44
0.196,0.207,5.723,18.437,91.0,10.04,38.64
-0.045,0.207,5.721,18.419,91.0,10.04,38.83
-0.105,0.166,5.72,18.409,90.0,10.04,39.04
-0.094,0.228,5.72,18.4,90.0,10.05,39.24
-0.075,0.186,5.72,18.393,90.0,10.04,39.27
-0.1,0.207,5.72,18.382,90.0,10.04,39.3
0.002,0.186,5.718,18.36,90.0,10.05,39.44
-0.001,0.249,5.718,18.342,90.0,10.04,39.59
-0.013,0.249,5.718,18.318,90.0,10.04,39.73
0.131,0.228,5.718,18.294,90.0,10.04,39.67
0.215,0.186,5.718,18.278,90.0,10.05,39.57
-0.031,0.166,5.718,18.273,90.0,10.04,39.43
